"usstate","local_year","local_month","no2maxvalue","rank"
"Utah",2013,6,13.2555555555556,23
"Iowa",2013,6,13.13,24
"South Dakota",2013,6,11.4466666666667,25
"Oregon",2013,6,10.6461538461538,26
"Rhode Island",2013,6,10.19,27
"Oklahoma",2013,6,10.1775862068966,28
"North Carolina",2013,6,9.56521739130435,29
"Florida",2013,6,9.46666666666667,30
"North Dakota",2013,6,8.17647058823529,31
"Wyoming",2013,6,7.67666666666667,32
"Hawaii",2013,6,5.76666666666667,33
"Maine",2013,6,2.77333333333333,34
"Massachusetts",2013,7,24.4838709677419,1
"New York",2013,7,24.2629032258064,2
"Colorado",2013,7,24.1033707865169,3
"Arkansas",2013,7,23.9838709677419,4
"Utah",2013,7,23.5757575757576,5
"Missouri",2013,7,22.241935483871,6
"Ohio",2013,7,22.1397849462366,7
"Nevada",2013,7,20.9451612903226,8
"New Jersey",2013,7,19.7258064516129,9
"Indiana",2013,7,18.2795918367347,10
"Arizona",2013,7,17.805376344086,11
"Illinois",2013,7,17.4054054054054,12
"Delaware",2013,7,16.9954545454545,13
"Kansas",2013,7,16.9125,14
"Louisiana",2013,7,15.9322580645161,15
"New Mexico",2013,7,15.6741935483871,16
"Texas",2013,7,15.1882352941176,17
"California",2013,7,15.1393700787401,18
"Pennsylvania",2013,7,14.9486725663717,19
"Maryland",2013,7,14.7472727272727,20
"District Of Columbia",2013,7,14.2677419354839,21
"Oklahoma",2013,7,13.6290322580645,22
"Georgia",2013,7,13.45,23
"Iowa",2013,7,13.3354838709677,24
"Wyoming",2013,7,11.8516129032258,25
"Connecticut",2013,7,11.1111111111111,26
"Virginia",2013,7,10.6932773109244,27
"North Carolina",2013,7,9.23333333333333,28
"Oregon",2013,7,8.48,29
"South Dakota",2013,7,8.25272727272727,30
"Rhode Island",2013,7,8.01666666666667,31
"Hawaii",2013,7,7.15789473684211,32
"Florida",2013,7,6.52,33
"Maine",2013,7,2.80967741935484,34
"New York",2013,8,30.5322580645161,1
"Colorado",2013,8,26.7959595959596,2
"Kansas",2013,8,26.0913043478261,3
"Massachusetts",2013,8,25.9677419354839,4
"Utah",2013,8,25.2903225806452,5
"Nevada",2013,8,25.1548387096774,6
"Arizona",2013,8,25.0098765432099,7
"New Jersey",2013,8,25,8
"Ohio",2013,8,24.8494623655914,9
"Washington",2013,8,24.3724137931035,10
"Delaware",2013,8,22.95,11
"Missouri",2013,8,22.7903225806452,12
"Arkansas",2013,8,22.4161290322581,13
"Indiana",2013,8,21.0951612903226,14
"Illinois",2013,8,19.2372881355932,15
"New Mexico",2013,8,18.4032258064516,16
"Louisiana",2013,8,17.7,17
"Texas",2013,8,17.4411764705882,18
"Pennsylvania",2013,8,17.0907488986784,19
"Georgia",2013,8,16.9870967741935,20
"District Of Columbia",2013,8,16.8833333333333,21
"California",2013,8,16.4063197026022,22
"Maryland",2013,8,16.0857142857143,23
"Iowa",2013,8,15.2934959349593,24
"Oregon",2013,8,14.3387096774194,25
"Oklahoma",2013,8,13.9887096774194,26
"Connecticut",2013,8,13.6774193548387,27
"North Carolina",2013,8,13.037037037037,28
"Wyoming",2013,8,12.1741935483871,29
"Virginia",2013,8,11.9794871794872,30
"Rhode Island",2013,8,10.9645161290323,31
"Florida",2013,8,9.48387096774194,32
"South Dakota",2013,8,8.26935483870968,33
"Maine",2013,8,2.99333333333333,34
"New York",2013,9,30.83,1
"Arkansas",2013,9,29.84,2
"Washington",2013,9,29.8,3
"Arizona",2013,9,29.4,4
"Massachusetts",2013,9,26.6666666666667,5
"Nevada",2013,9,26.6066666666667,6
"District Of Columbia",2013,9,25.6433333333333,7
"Missouri",2013,9,25.1833333333333,8
"Utah",2013,9,24.8666666666667,9
"New Jersey",2013,9,24.15,10
"Ohio",2013,9,23.9666666666667,11
"Colorado",2013,9,23.0275862068966,12
"Georgia",2013,9,22.1733333333333,13
"Kansas",2013,9,22.0033333333333,14
"Maryland",2013,9,20.9184210526316,15
"California",2013,9,20.4232673267327,16
"North Carolina",2013,9,20.2333333333333,17
"Indiana",2013,9,19.56875,18
"Texas",2013,9,19.5610619469027,19
"Illinois",2013,9,19.5434782608696,20
"New Mexico",2013,9,19.5166666666667,21
"Oklahoma",2013,9,18.185,22
"Louisiana",2013,9,18.0466666666667,23
"Pennsylvania",2013,9,17.8739316239316,24
"Oregon",2013,9,17.1470588235294,25
"Iowa",2013,9,15.2952380952381,26
"Virginia",2013,9,14.7716666666667,27
"Connecticut",2013,9,14.6666666666667,28
"Rhode Island",2013,9,12.54,29
"North Dakota",2013,9,11.2727272727273,30
"Florida",2013,9,10.3333333333333,31
"Wyoming",2013,9,9.68666666666667,32
"South Dakota",2013,9,7.92264150943396,33
"Maine",2013,9,3.2,34
"Arizona",2013,10,38.0247311827957,1
"Nevada",2013,10,33.4225806451613,2
"Utah",2013,10,32.5806451612903,3
"New Jersey",2013,10,30.4516129032258,4
"Massachusetts",2013,10,30.1290322580645,5
"New York",2013,10,29.4370967741936,6
"Kentucky",2013,10,27.7380952380952,7
"Ohio",2013,10,27.3225806451613,8
"Colorado",2013,10,27.2791208791209,9
"California",2013,10,26.1535422343324,10
"New Mexico",2013,10,25.8193548387097,11
"Kansas",2013,10,25.5965517241379,12
"District Of Columbia",2013,10,25.5358490566038,13
"Texas",2013,10,24.7766129032258,14
"Missouri",2013,10,24.4538461538462,15
"Oregon",2013,10,23.252,16
"Illinois",2013,10,22.7678571428571,17
"Louisiana",2013,10,22.4903225806452,18
"Georgia",2013,10,22.4483870967742,19
"Indiana",2013,10,22.0612903225806,20
"Arkansas",2013,10,21.216129032258,21
"North Carolina",2013,10,21.0645161290323,22
"Maryland",2013,10,20.2096774193548,23
"Pennsylvania",2013,10,19.4455598455598,24
"Rhode Island",2013,10,19.1322580645161,25
"Virginia",2013,10,16.8910569105691,26
"Connecticut",2013,10,15.3225806451613,27
"Iowa",2013,10,14.9688524590164,28
"Oklahoma",2013,10,14.9677419354839,29
"Florida",2013,10,12.3225806451613,30
"Wyoming",2013,10,11.3241379310345,31
"North Dakota",2013,10,10.5217391304348,32
"South Dakota",2013,10,8.59333333333333,33
"Maine",2013,10,4.19032258064516,34
"Nevada",2013,11,39.1733333333333,1
"Arizona",2013,11,33.3288888888889,2
"Utah",2013,11,32,3
"New York",2013,11,31.8383333333333,4
"Massachusetts",2013,11,31.25,5
"Colorado",2013,11,30.0790697674419,6
"New Jersey",2013,11,30.0333333333333,7
"California",2013,11,29.6579591836735,8
"New Mexico",2013,11,29.1466666666667,9
"Kentucky",2013,11,28.2033333333333,10
"District Of Columbia",2013,11,25.8264150943396,11
"Kansas",2013,11,25.2366666666667,12
"Missouri",2013,11,24.6533333333333,13
"North Carolina",2013,11,24.0333333333333,14
"Maryland",2013,11,23.97,15
"Arkansas",2013,11,23.8933333333333,16
"Texas",2013,11,23.7713675213675,17
"Illinois",2013,11,23.4193548387097,18
"Georgia",2013,11,23.3444444444444,19
"Indiana",2013,11,22.3206896551724,20
"Virginia",2013,11,21.7833333333333,21
"Pennsylvania",2013,11,20.5199248120301,22
"Rhode Island",2013,11,20.31,23
"Ohio",2013,11,20.0222222222222,24
"Louisiana",2013,11,19.9266666666667,25
"Connecticut",2013,11,19.0166666666667,26
"Oregon",2013,11,18.47,27
"Oklahoma",2013,11,17.0266666666667,28
"Iowa",2013,11,14.7724137931034,29
"Wyoming",2013,11,14.4333333333333,30
"North Dakota",2013,11,12.9333333333333,31
"South Dakota",2013,11,10.935,32
"Florida",2013,11,10.1333333333333,33
"Maine",2013,11,5.00666666666667,34
"Nevada",2013,12,50.6791666666667,1
"Utah",2013,12,47.0322580645161,2
"Colorado",2013,12,36.0609756097561,3
"Arizona",2013,12,35.9784946236559,4
"New York",2013,12,35.8362068965517,5
"New Jersey",2013,12,34.6774193548387,6
"Massachusetts",2013,12,34.1612903225806,7
"California",2013,12,32.6570687418936,8
"New Mexico",2013,12,31.7935483870968,9
"Indiana",2013,12,28.3666666666667,10
"District Of Columbia",2013,12,27.704,11
"Kansas",2013,12,27.6678571428571,12
"Maryland",2013,12,26.9129032258064,13
"Texas",2013,12,26.1647302904564,14
"Kentucky",2013,12,25.9967741935484,15
"Pennsylvania",2013,12,25.2095238095238,16
"Illinois",2013,12,24.96875,17
"Georgia",2013,12,24.4964285714286,18
"Rhode Island",2013,12,24.2677419354839,19
"Arkansas",2013,12,24.1935483870968,20
"Virginia",2013,12,23.6612903225806,21
"Louisiana",2013,12,23.5129032258065,22
"North Carolina",2013,12,23.3225806451613,23
"Alabama",2013,12,23.141935483871,24
"Missouri",2013,12,22.7916666666667,25
"Oregon",2013,12,22.3548387096774,26
"Oklahoma",2013,12,21.9096774193548,27
"Connecticut",2013,12,21.2258064516129,28
"Ohio",2013,12,20.4193548387097,29
"North Dakota",2013,12,19.0161290322581,30
"Iowa",2013,12,18.7161290322581,31
"Wyoming",2013,12,16.1,32
"Florida",2013,12,15.258064516129,33
"South Dakota",2013,12,13.7322580645161,34
"Maine",2013,12,8.86129032258064,35
"Utah",2014,1,45.4545454545455,1
"Nevada",2014,1,42.6064516129032,2
"Arizona",2014,1,41.8848837209302,3
"New Jersey",2014,1,37.258064516129,4
"New York",2014,1,36.9076923076923,5
"California",2014,1,35.76953125,6
"Alabama",2014,1,35.55,7
"Delaware",2014,1,33.9407407407407,8
"Colorado",2014,1,33.22,9
"Massachusetts",2014,1,33.1612903225806,10
"New Mexico",2014,1,32.6709677419355,11
"Georgia",2014,1,31.7931034482759,12
"Louisiana",2014,1,30.4551724137931,13
"Kansas",2014,1,29.4354838709677,14
"Arkansas",2014,1,28.4483870967742,15
"Texas",2014,1,28.2185185185185,16
"Missouri",2014,1,27.9333333333333,17
"District Of Columbia",2014,1,27.6790322580645,18
"Indiana",2014,1,27.1115384615385,19
"Kentucky",2014,1,27.0903225806452,20
"Illinois",2014,1,26.6333333333333,21
"North Carolina",2014,1,25.7763440860215,22
"Pennsylvania",2014,1,24.5560975609756,23
"Virginia",2014,1,22.9607142857143,24
"Connecticut",2014,1,22.7857142857143,25
"Rhode Island",2014,1,22.7677419354839,26
"Maryland",2014,1,22.7145161290323,27
"Oklahoma",2014,1,22.4661290322581,28
"Ohio",2014,1,21.6067415730337,29
"Iowa",2014,1,20.0766666666667,30
"South Dakota",2014,1,17.4258064516129,31
"Oregon",2014,1,17.1193548387097,32
"North Dakota",2014,1,16.5774193548387,33
"Florida",2014,1,15.8064516129032,34
"Maine",2014,1,8.10645161290322,35
"Wyoming",2014,1,7.43666666666667,36
"New Jersey",2014,2,45.4642857142857,1
"New York",2014,2,42.4089285714286,2
"Massachusetts",2014,2,40.1071428571429,3
"Arizona",2014,2,39.9469135802469,4
"Illinois",2014,2,33.5128205128205,5
"Colorado",2014,2,32.447619047619,6
"Kansas",2014,2,32.2857142857143,7
"Pennsylvania",2014,2,32.1840206185567,8
"District Of Columbia",2014,2,31.8926829268293,9
"Utah",2014,2,31.6071428571429,10
"Missouri",2014,2,31.1333333333333,11
"Nevada",2014,2,31.0392857142857,12
"Delaware",2014,2,30.8,13
"Ohio",2014,2,30.7380952380952,14
"Georgia",2014,2,30.6785714285714,15
"New Mexico",2014,2,30.2071428571429,16
"Louisiana",2014,2,30.1321428571429,17
"Indiana",2014,2,30.125,18
"Kentucky",2014,2,29.9444444444444,19
"Rhode Island",2014,2,28.7,20
"California",2014,2,26.048115942029,21
"Arkansas",2014,2,23.9964285714285,22
"Alabama",2014,2,23.4636363636364,23
"Connecticut",2014,2,23.0545454545455,24
"Texas",2014,2,22.6385650224215,25
"North Carolina",2014,2,22.4619047619048,26
"Iowa",2014,2,21.475,27
"Oklahoma",2014,2,20.6553571428571,28
"Maryland",2014,2,20.3607142857143,29
"Oregon",2014,2,19.8821428571429,30
"Wyoming",2014,2,17.5142857142857,31
"North Dakota",2014,2,17.1,32
"Florida",2014,2,17,33
"South Dakota",2014,2,16.7464285714286,34
"Maine",2014,2,11.6964285714286,35
"New York",2014,3,37.1622950819672,1
"New Jersey",2014,3,36.0322580645161,2
"Arizona",2014,3,35.2236559139785,3
"Massachusetts",2014,3,34.0967741935484,4
"Georgia",2014,3,33.7903225806452,5
"Kansas",2014,3,32.3225806451613,6
"Utah",2014,3,31.8064516129032,7
"Nevada",2014,3,30.3806451612903,8
"District Of Columbia",2014,3,30.2709090909091,9
"Missouri",2014,3,30.1709677419355,10
"Illinois",2014,3,29.1206896551724,11
"Indiana",2014,3,26.75,12
"Colorado",2014,3,26.7333333333333,13
"Arkansas",2014,3,26.7193548387097,14
"Ohio",2014,3,26.4086021505376,15
"New Mexico",2014,3,25.8096774193548,16
"Pennsylvania",2014,3,25.1366666666667,17
"Virginia",2014,3,24.475,18
"Alabama",2014,3,24.4428571428571,19
"North Carolina",2014,3,24.1725274725275,20
"Kentucky",2014,3,24.025,21
"Louisiana",2014,3,23.9035714285714,22
"Texas",2014,3,23.0033472803347,23
"Rhode Island",2014,3,22.7161290322581,24
"Oregon",2014,3,22.2741935483871,25
"California",2014,3,21.3695774647887,26
"Maryland",2014,3,21.1916666666667,27
"Connecticut",2014,3,20.4920634920635,28
"Oklahoma",2014,3,19.1410714285714,29
"South Dakota",2014,3,16.1,30
"Iowa",2014,3,15.0903225806452,31
"North Dakota",2014,3,12.6064516129032,32
"Wyoming",2014,3,12.0741935483871,33
"Florida",2014,3,11.8709677419355,34
"Maine",2014,3,8.41428571428571,35
"New York",2014,4,33.7766666666667,1
"Arizona",2014,4,32.3909090909091,2
"Massachusetts",2014,4,31.7,3
"New Jersey",2014,4,30.75,4
"Utah",2014,4,30.1333333333333,5
"Missouri",2014,4,29.0266666666667,6
"District Of Columbia",2014,4,28.9266666666667,7
"Ohio",2014,4,28.2159090909091,8
"Georgia",2014,4,27.93,9
"Delaware",2014,4,26.9,10
"Nevada",2014,4,25.6875,11
"Illinois",2014,4,25.5,12
"Indiana",2014,4,25.2959183673469,13
"New Mexico",2014,4,24.19,14
"Arkansas",2014,4,23.63,15
"Kansas",2014,4,23.4533333333333,16
"Alabama",2014,4,22.8566666666667,17
"Colorado",2014,4,22.7988636363636,18
"Washington",2014,4,22.0666666666667,19
"Louisiana",2014,4,21.88,20
"Pennsylvania",2014,4,21.3397435897436,21
"Oregon",2014,4,19.96,22
"Texas",2014,4,19.8755274261603,23
"California",2014,4,19.5896952104499,24
"Connecticut",2014,4,15.7441860465116,25
"Maryland",2014,4,15.5988888888889,26
"North Carolina",2014,4,14.8522388059701,27
"Iowa",2014,4,14.5783333333333,28
"Rhode Island",2014,4,14.4533333333333,29
"Oklahoma",2014,4,14.3793103448276,30
"South Dakota",2014,4,13.0066666666667,31
"Florida",2014,4,11.7666666666667,32
"Virginia",2014,4,11.3555555555556,33
"North Dakota",2014,4,10.6379310344828,34
"Maine",2014,4,10.3347826086957,35
"Wyoming",2014,4,9.66,36
"Hawaii",2014,4,6.75384615384615,37
"New Jersey",2014,5,30.4528301886792,1
"New York",2014,5,30.35,2
"Arizona",2014,5,29.4051282051282,3
"Massachusetts",2014,5,28.3225806451613,4
"Georgia",2014,5,26.0322580645161,5
"Missouri",2014,5,25.0870967741935,6
"Colorado",2014,5,24.7,7
"Ohio",2014,5,24.6989247311828,8
"Kansas",2014,5,24.5064516129032,9
"Alabama",2014,5,23.9225806451613,10
"Louisiana",2014,5,23.4967741935484,11
"Illinois",2014,5,23.2702702702703,12
"New Mexico",2014,5,22.5225806451613,13
"District Of Columbia",2014,5,21.0354838709677,14
"Utah",2014,5,20.741935483871,15
"Nevada",2014,5,20.3387096774194,16
"Texas",2014,5,19.475,17
"Indiana",2014,5,19.3485714285714,18
"Delaware",2014,5,19.33,19
"Arkansas",2014,5,18.9225806451613,20
"Pennsylvania",2014,5,18.1116822429907,21
"California",2014,5,17.0836909871245,22
"South Dakota",2014,5,14.737037037037,23
"North Carolina",2014,5,14.6887096774194,24
"Oregon",2014,5,14.1793103448276,25
"Connecticut",2014,5,14.0978260869565,26
"Minnesota",2014,5,13.6666666666667,27
"Iowa",2014,5,13.4868852459016,28
"Maryland",2014,5,13.2032967032967,29
"Virginia",2014,5,12.7063291139241,30
"Oklahoma",2014,5,11.6612903225806,31
"North Dakota",2014,5,10.8516129032258,32
"Hawaii",2014,5,10.7764705882353,33
"Rhode Island",2014,5,10.2,34
"Florida",2014,5,9.74193548387097,35
"Wyoming",2014,5,8.91935483870968,36
"Maine",2014,5,7.78245614035088,37
"Arizona",2014,6,33.7929824561404,1
"New York",2014,6,25.9966666666667,2
"New Jersey",2014,6,24.4745762711864,3
"Ohio",2014,6,22.2666666666667,4
"Massachusetts",2014,6,22.2,5
"Colorado",2014,6,22.1965909090909,6
"Missouri",2014,6,21.9266666666667,7
"New Mexico",2014,6,20.3172413793103,8
"Alabama",2014,6,19.89,9
"Illinois",2014,6,19.8333333333333,10
"Georgia",2014,6,19.5033333333333,11
"District Of Columbia",2014,6,18.0833333333333,12
"Nevada",2014,6,17.6733333333333,13
"Utah",2014,6,17.2857142857143,14
"Delaware",2014,6,17.1384615384615,15
"Indiana",2014,6,16.9038461538462,16
"Kansas",2014,6,16.6,17
"Louisiana",2014,6,16.0733333333333,18
"Arkansas",2014,6,15.9266666666667,19
"Pennsylvania",2014,6,15.3465608465608,20
"Texas",2014,6,14.7584745762712,21
"California",2014,6,12.8881751824817,22
"Connecticut",2014,6,12.5595238095238,23
"North Carolina",2014,6,12.2316666666667,24
"Minnesota",2014,6,12.1666666666667,25
"Iowa",2014,6,11.5933333333333,26
"North Dakota",2014,6,11.0566666666667,27
"Oregon",2014,6,10.9111111111111,28
"South Dakota",2014,6,10.384,29
"Maryland",2014,6,9.95714285714286,30
"Florida",2014,6,9.8,31
"Wyoming",2014,6,9.55333333333333,32
"Rhode Island",2014,6,9.36296296296296,33
"Oklahoma",2014,6,8.07833333333333,34
"Virginia",2014,6,7.9948275862069,35
"Maine",2014,6,7.15,36
"Hawaii",2014,6,5.54666666666667,37
"New York",2014,7,27.4516129032258,1
"New Jersey",2014,7,23.1451612903226,2
"Colorado",2014,7,22.5447368421053,3
"Missouri",2014,7,22.0129032258065,4
"Alabama",2014,7,20.428,5
"Ohio",2014,7,20.3763440860215,6
"Illinois",2014,7,20.0416666666667,7
"Arizona",2014,7,20.0161290322581,8
"Indiana",2014,7,19.9787878787879,9
"Georgia",2014,7,19.9322580645161,10
"Nevada",2014,7,19.2612903225806,11
"Utah",2014,7,19.1612903225806,12
"Kansas",2014,7,18.5333333333333,13
"Massachusetts",2014,7,18.5161290322581,14
"Arkansas",2014,7,17.2548387096774,15
"Louisiana",2014,7,17.2451612903226,16
"District Of Columbia",2014,7,16.5193548387097,17
"Texas",2014,7,15.9484848484848,18
"New Mexico",2014,7,15.9,19
"Delaware",2014,7,14.8642857142857,20
"Connecticut",2014,7,13.0430107526882,21
"Pennsylvania",2014,7,12.799173553719,22
"California",2014,7,12.6848226950355,23
"Minnesota",2014,7,12.3225806451613,24
"Iowa",2014,7,11.9129032258065,25
"Oregon",2014,7,11.141935483871,26
"Oklahoma",2014,7,10.6065217391304,27
"Maryland",2014,7,10.4752688172043,28
"North Carolina",2014,7,10.25,29
"South Dakota",2014,7,9.68064516129032,30
"Florida",2014,7,9.54838709677419,31
"Wyoming",2014,7,9.46666666666667,32
"North Dakota",2014,7,8.57096774193548,33
"Virginia",2014,7,8.44307692307692,34
"Rhode Island",2014,7,7.88387096774194,35
"Maine",2014,7,6.88870967741935,36
"Alaska",2014,7,6.36451612903226,37
"Hawaii",2014,7,4.81764705882353,38
"Colorado",2014,8,34.1307692307692,1
"New York",2014,8,25.6649122807018,2
"New Jersey",2014,8,24.9677419354839,3
"Ohio",2014,8,24.5376344086022,4
"Alabama",2014,8,24.4064516129032,5
"Arizona",2014,8,23.6325,6
"Georgia",2014,8,22.858064516129,7
"District Of Columbia",2014,8,22.2,8
"Nevada",2014,8,22.1741935483871,9
"Kansas",2014,8,22.0903225806452,10
"Louisiana",2014,8,21.75,11
"Utah",2014,8,21.7096774193548,12
"New Mexico",2014,8,20.7225806451613,13
"Kentucky",2014,8,20.6166666666667,14
"Massachusetts",2014,8,20.4516129032258,15
"Missouri",2014,8,20.2354838709677,16
"Arkansas",2014,8,18.7064516129032,17
"Illinois",2014,8,18.4444444444444,18
"Indiana",2014,8,18.4134615384615,19
"Texas",2014,8,18.0431279620853,20
"Delaware",2014,8,16.4,21
"Pennsylvania",2014,8,14.3259842519685,22
"California",2014,8,13.8399456521739,23
"Oregon",2014,8,13.0870967741935,24
"Iowa",2014,8,12.8096774193548,25
"North Carolina",2014,8,12.3483333333333,26
"Connecticut",2014,8,11.9642857142857,27
"Maryland",2014,8,11.6777777777778,28
"Oklahoma",2014,8,11.4416666666667,29
"Florida",2014,8,11.0322580645161,30
"Minnesota",2014,8,10.5862068965517,31
"Hawaii",2014,8,10.3818181818182,32
"Rhode Island",2014,8,10.25,33
"Virginia",2014,8,10.0965909090909,34
"North Dakota",2014,8,9.7741935483871,35
"Wyoming",2014,8,9.71,36
"South Dakota",2014,8,9.4258064516129,37
"Alaska",2014,8,8.7,38
"Maine",2014,8,8.03064516129032,39
"Alaska",2014,9,41.1892857142857,1
"Colorado",2014,9,35.1449438202247,2
"Missouri",2014,9,28.1933333333333,3
"New York",2014,9,27.9483333333333,4
"Nevada",2014,9,27.7233333333333,5
"New Jersey",2014,9,27.5666666666667,6
"Arizona",2014,9,27.0277777777778,7
"Kentucky",2014,9,26.5833333333333,8
"Utah",2014,9,25,9
"Kansas",2014,9,24.7533333333333,10
"Indiana",2014,9,24.4915254237288,11
"Massachusetts",2014,9,23.7666666666667,12
"Ohio",2014,9,23.7078651685393,13
"Arkansas",2014,9,23.6566666666667,14
"District Of Columbia",2014,9,21.7166666666667,15
"Alabama",2014,9,21.35,16
"Illinois",2014,9,19.8,17
"Oregon",2014,9,18.8692307692308,18
"Louisiana",2014,9,18.7538461538462,19
"Texas",2014,9,18.0470873786408,20
"California",2014,9,17.6896935933148,21
"New Mexico",2014,9,17.56,22
"Minnesota",2014,9,15.8,23
"Iowa",2014,9,15.128813559322,24
"Pennsylvania",2014,9,15.0686274509804,25
"Delaware",2014,9,14.8642857142857,26
"Georgia",2014,9,14.3304347826087,27
"Connecticut",2014,9,13.3666666666667,28
"Oklahoma",2014,9,13.0169491525424,29
"Rhode Island",2014,9,11.962962962963,30
"Maryland",2014,9,11.6487804878049,31
"North Carolina",2014,9,10.685,32
"Florida",2014,9,9.23333333333333,33
"South Dakota",2014,9,9.18,34
"Wyoming",2014,9,9.15434782608696,35
"Virginia",2014,9,9.09333333333333,36
"Maine",2014,9,8.905,37
"Hawaii",2014,9,7.15263157894737,38
"North Dakota",2014,9,6.6,39
"Colorado",2014,10,40.8064516129032,1
"Arizona",2014,10,37.9881720430108,2
"Nevada",2014,10,34.237037037037,3
"Utah",2014,10,34,4
"Louisiana",2014,10,29.0838709677419,5
"New Jersey",2014,10,28.9354838709677,6
"New York",2014,10,26.9629032258065,7
"Texas",2014,10,26.5528037383178,8
"Kansas",2014,10,26.4935483870968,9
"New Mexico",2014,10,25.95,10
"California",2014,10,25.4436314363144,11
"Alabama",2014,10,25.2129032258065,12
"Missouri",2014,10,23.8033333333333,13
"Massachusetts",2014,10,23.5161290322581,14
"District Of Columbia",2014,10,22.9903225806452,15
"Arkansas",2014,10,22.4838709677419,16
"Indiana",2014,10,22.1107142857143,17
"Kentucky",2014,10,22.0096774193548,18
"Ohio",2014,10,21.0752688172043,19
"Oregon",2014,10,20.3806451612903,20
"Georgia",2014,10,20.0258064516129,21
"Minnesota",2014,10,19.6666666666667,22
"Alaska",2014,10,19.4714285714286,23
"Illinois",2014,10,18.5818181818182,24
"North Carolina",2014,10,17.7418181818182,25
"Oklahoma",2014,10,17.4333333333333,26
"Pennsylvania",2014,10,15.9196428571429,27
"Florida",2014,10,15.3870967741935,28
"Connecticut",2014,10,15.2142857142857,29
"Iowa",2014,10,14.5612903225806,30
"South Dakota",2014,10,14.5387096774194,31
"Virginia",2014,10,13.0258064516129,32
"Rhode Island",2014,10,12.8645161290323,33
"Maryland",2014,10,12.694623655914,34
"North Dakota",2014,10,12.49,35
"Hawaii",2014,10,8.553125,36
"Maine",2014,10,8.22258064516129,37
"Wyoming",2014,10,6.74193548387097,38
"New Hampshire",2014,10,6.61153846153846,39
"Colorado",2014,11,44.4506024096385,1
"Arizona",2014,11,37.5244444444444,2
"Nevada",2014,11,36.537037037037,3
"New Jersey",2014,11,34.3103448275862,4
"Utah",2014,11,33.8571428571429,5
"New York",2014,11,32.435,6
"Massachusetts",2014,11,31.8888888888889,7
"New Mexico",2014,11,31.62,8
"Alaska",2014,11,31.1033333333333,9
"District Of Columbia",2014,11,27.5111111111111,10
"Louisiana",2014,11,27.0333333333333,11
"California",2014,11,26.6164244186046,12
"Georgia",2014,11,25.96,13
"Virginia",2014,11,25,14
"Texas",2014,11,24.6676328502415,15
"Kansas",2014,11,24.2758620689655,16
"Indiana",2014,11,23.7416666666667,17
"Alabama",2014,11,23.2066666666667,18
"Missouri",2014,11,23.0066666666667,19
"North Carolina",2014,11,22.3392156862745,20
"Illinois",2014,11,21.7368421052632,21
"Arkansas",2014,11,21.67,22
"Ohio",2014,11,20.5294117647059,23
"Rhode Island",2014,11,20.2566666666667,24
"Connecticut",2014,11,19.4642857142857,25
"Minnesota",2014,11,19.3,26
"Kentucky",2014,11,17.9333333333333,27
"Maryland",2014,11,17.5379310344828,28
"Pennsylvania",2014,11,17.4962406015038,29
"Oklahoma",2014,11,17.125,30
"Oregon",2014,11,15.6291666666667,31
"Iowa",2014,11,15.19,32
"Florida",2014,11,13.6333333333333,33
"Maine",2014,11,12.3583333333333,34
"South Dakota",2014,11,12.0551724137931,35
"New Hampshire",2014,11,11.8733333333333,36
"North Dakota",2014,11,10.9107142857143,37
"Hawaii",2014,11,9.12666666666667,38
"Wyoming",2014,11,7.76666666666667,39
"Colorado",2014,12,50.0976744186046,1
"Utah",2014,12,36.2,2
"Arizona",2014,12,35.9301075268817,3
"Nevada",2014,12,32.96,4
"New Mexico",2014,12,31.7548387096774,5
"Alaska",2014,12,31.1290322580645,6
"New Jersey",2014,12,26.5,7
"New York",2014,12,25.9145161290323,8
"District Of Columbia",2014,12,25.4387096774194,9
"Texas",2014,12,23.6287037037037,10
"Alabama",2014,12,23.3052631578947,11
"California",2014,12,23.1262553802009,12
"Virginia",2014,12,22.7090909090909,13
"Indiana",2014,12,22.6761904761905,14
"Louisiana",2014,12,22.2548387096774,15
"Georgia",2014,12,20.9709677419355,16
"Kansas",2014,12,20.8035714285714,17
"Missouri",2014,12,20.3483870967742,18
"North Carolina",2014,12,20.1483870967742,19
"Illinois",2014,12,20.0837209302326,20
"Florida",2014,12,19.6451612903226,21
"Ohio",2014,12,19.5161290322581,22
"Oregon",2014,12,19.0875,23
"Arkansas",2014,12,18.9451612903226,24
"Rhode Island",2014,12,18.6483870967742,25
"Minnesota",2014,12,18.1851851851852,26
"Maryland",2014,12,17.6516129032258,27
"Kentucky",2014,12,16.5421052631579,28
"Pennsylvania",2014,12,16.3714285714286,29
"Connecticut",2014,12,15.5932203389831,30
"Iowa",2014,12,15.3967741935484,31
"Oklahoma",2014,12,14.3016129032258,32
"North Dakota",2014,12,13.1294117647059,33
"Hawaii",2014,12,12.5741935483871,34
"Maine",2014,12,11.6806451612903,35
"Wyoming",2014,12,10.0171428571429,36
"South Dakota",2014,12,9.25806451612903,37
"New Hampshire",2014,12,8.85483870967742,38
"Colorado",2015,1,47.0774193548387,1
"Alaska",2015,1,45.4916666666667,2
"Utah",2015,1,44.4193548387097,3
"Nevada",2015,1,39.141935483871,4
"Arizona",2015,1,34.79,5
"District Of Columbia",2015,1,34.1290322580645,6
"New Mexico",2015,1,32.7481481481481,7
