"usstate","local_year","local_month","o3maxvalue","rank"
"Indiana",2005,8,0.0504193548387097,10
"Michigan",2005,8,0.0502295081967213,11
"Illinois",2005,8,0.05,12
"New York",2005,8,0.0493655913978495,13
"Louisiana",2005,8,0.0474193548387097,14
"California",2005,8,0.0454503401360544,15
"Florida",2005,8,0.0446129032258065,16
"New Hampshire",2005,8,0.0439,17
"Colorado",2005,8,0.0395806451612903,18
"Massachusetts",2005,8,0.0389354838709677,19
"North Carolina",2005,9,0.0578333333333333,1
"Oklahoma",2005,9,0.0555652173913044,2
"District Of Columbia",2005,9,0.0512,3
"Texas",2005,9,0.0506454545454545,4
"New Jersey",2005,9,0.0497666666666667,5
"Arizona",2005,9,0.0496,6
"Missouri",2005,9,0.0495932203389831,7
"Indiana",2005,9,0.0491333333333333,8
"Louisiana",2005,9,0.0486595744680851,9
"Pennsylvania",2005,9,0.048021645021645,10
"Illinois",2005,9,0.04425,11
"California",2005,9,0.0438593314763231,12
"Florida",2005,9,0.0421034482758621,13
"New York",2005,9,0.0418875,14
"Michigan",2005,9,0.0411666666666667,15
"Kansas",2005,9,0.0407073170731707,16
"New Hampshire",2005,9,0.0341666666666667,17
"Colorado",2005,9,0.0341666666666667,18
"Massachusetts",2005,9,0.0307333333333333,19
"Oklahoma",2005,10,0.04812,1
"Louisiana",2005,10,0.0480322580645161,2
"Texas",2005,10,0.0442561983471074,3
"Arizona",2005,10,0.0399139072847682,4
"California",2005,10,0.0382164804469274,5
"Kansas",2005,10,0.0342068965517241,6
"Florida",2005,10,0.0336451612903226,7
"North Carolina",2005,10,0.0330645161290323,8
"Missouri",2005,10,0.0281612903225806,9
"Illinois",2005,10,0.0263548387096774,10
"New Jersey",2005,10,0.0260666666666667,11
"District Of Columbia",2005,10,0.0256774193548387,12
"New York",2005,10,0.0255930232558139,13
"Pennsylvania",2005,10,0.0255398773006135,14
"Massachusetts",2005,10,0.022,15
"Colorado",2005,10,0.0214516129032258,16
"New Hampshire",2005,10,0.002,17
"Oklahoma",2005,11,0.0367333333333333,1
"Florida",2005,11,0.0360333333333333,2
"Louisiana",2005,11,0.03245,3
"Texas",2005,11,0.0324102564102564,4
"Kansas",2005,11,0.030728813559322,5
"California",2005,11,0.0304818049490538,6
"Arizona",2005,11,0.0293305084745763,7
"District Of Columbia",2005,11,0.0291,8
"New Hampshire",2005,11,0.0272592592592593,9
"New York",2005,11,0.0262328767123288,10
"New Jersey",2005,11,0.0257777777777778,11
"Illinois",2005,11,0.0250333333333333,12
"Massachusetts",2005,11,0.0204230769230769,13
"Colorado",2005,11,0.020037037037037,14
"Pennsylvania",2005,11,0.0176428571428571,15
"Florida",2005,12,0.031551724137931,1
"Louisiana",2005,12,0.0280161290322581,2
"Texas",2005,12,0.0271666666666667,3
"California",2005,12,0.0226648575305292,4
"Kansas",2005,12,0.02155,5
"Arizona",2005,12,0.0191709401709402,6
"District Of Columbia",2005,12,0.0183870967741936,7
"New York",2005,12,0.0170549450549451,8
"Colorado",2005,12,0.0157,9
"Illinois",2005,12,0.0153448275862069,10
"New Jersey",2005,12,0.0150322580645161,11
"Massachusetts",2005,12,0.0132916666666667,12
"Pennsylvania",2005,12,0.00736363636363636,13
"South Carolina",2006,1,0.03425,1
"Florida",2006,1,0.0334193548387097,2
"Texas",2006,1,0.0303983050847457,3
"Louisiana",2006,1,0.0302413793103448,4
"Arizona",2006,1,0.0297016129032258,5
"Maine",2006,1,0.0291290322580645,6
"California",2006,1,0.0284459644322845,7
"Country Of Mexico",2006,1,0.0281428571428572,8
"Kansas",2006,1,0.0250508474576271,9
"Colorado",2006,1,0.02416,10
"District Of Columbia",2006,1,0.0240967741935484,11
"Virginia",2006,1,0.0221182795698925,12
"Illinois",2006,1,0.0200740740740741,13
"New York",2006,1,0.0193548387096774,14
"New Jersey",2006,1,0.0187,15
"Wisconsin",2006,1,0.0185862068965517,16
"Massachusetts",2006,1,0.0160645161290323,17
"Pennsylvania",2006,1,0.0140967741935484,18
"Oklahoma",2006,2,0.0466,1
"Florida",2006,2,0.0407142857142857,2
"South Carolina",2006,2,0.039,3
"Arizona",2006,2,0.0364642857142857,4
"Country Of Mexico",2006,2,0.0358157894736842,5
"California",2006,2,0.0351581325301204,6
"Maine",2006,2,0.0351071428571429,7
"Kansas",2006,2,0.0332321428571429,8
"Maryland",2006,2,0.0325714285714286,9
"Texas",2006,2,0.031066037735849,10
"District Of Columbia",2006,2,0.0307142857142857,11
"Louisiana",2006,2,0.0296428571428571,12
"Virginia",2006,2,0.0291621621621622,13
"Wisconsin",2006,2,0.0275357142857143,14
"New Jersey",2006,2,0.0271071428571429,15
"New York",2006,2,0.0264404761904762,16
"Illinois",2006,2,0.026,17
"Colorado",2006,2,0.0244814814814815,18
"Massachusetts",2006,2,0.0233214285714286,19
"Pennsylvania",2006,2,0.0204642857142857,20
"Florida",2006,3,0.054741935483871,1
"New Hampshire",2006,3,0.054,2
"South Carolina",2006,3,0.053,3
"North Carolina",2006,3,0.047,4
"Oklahoma",2006,3,0.0442692307692308,5
"Arizona",2006,3,0.043741935483871,6
"Maine",2006,3,0.0413870967741936,7
"District Of Columbia",2006,3,0.0411612903225807,8
"Virginia",2006,3,0.0411075268817204,9
"California",2006,3,0.0403827493261455,10
"Maryland",2006,3,0.0402903225806452,11
"Kansas",2006,3,0.0402903225806452,12
"Country Of Mexico",2006,3,0.039183908045977,13
"Louisiana",2006,3,0.0385483870967742,14
"Texas",2006,3,0.0380454545454545,15
"New Jersey",2006,3,0.0372068965517241,16
"Wisconsin",2006,3,0.0361290322580645,17
"New York",2006,3,0.0360430107526881,18
"Illinois",2006,3,0.0336875,19
"Pennsylvania",2006,3,0.0332340425531915,20
"Colorado",2006,3,0.0332,21
"Missouri",2006,3,0.03,22
"Massachusetts",2006,3,0.0286451612903226,23
"Indiana",2006,3,0.022,24
"Michigan",2006,3,0.0095,25
"South Carolina",2006,4,0.0599,1
"North Carolina",2006,4,0.0573666666666667,2
"Florida",2006,4,0.0543,3
"Arizona",2006,4,0.0527933884297521,4
"Oklahoma",2006,4,0.0517,5
"Kansas",2006,4,0.05025,6
"Virginia",2006,4,0.0460666666666667,7
"Maryland",2006,4,0.0457333333333333,8
"District Of Columbia",2006,4,0.0456333333333333,9
"New Hampshire",2006,4,0.0455666666666667,10
"Pennsylvania",2006,4,0.0450947775628627,11
"Louisiana",2006,4,0.0442666666666667,12
"Texas",2006,4,0.0437635135135135,13
"New Jersey",2006,4,0.0437,14
"Wisconsin",2006,4,0.0434333333333333,15
"Colorado",2006,4,0.0432941176470588,16
"Missouri",2006,4,0.0432666666666667,17
"Maine",2006,4,0.0432666666666667,18
"California",2006,4,0.0422807262569832,19
"Country Of Mexico",2006,4,0.0412469135802469,20
"Illinois",2006,4,0.0405172413793104,21
"New York",2006,4,0.0404631578947368,22
"Connecticut",2006,4,0.0385185185185185,23
"Indiana",2006,4,0.0379310344827586,24
"Michigan",2006,4,0.0346333333333333,25
"Massachusetts",2006,4,0.0343,26
"South Carolina",2006,5,0.0601785714285714,1
"Florida",2006,5,0.0585806451612903,2
"North Carolina",2006,5,0.0564193548387097,3
"Arizona",2006,5,0.0552983870967742,4
"Maryland",2006,5,0.0538064516129032,5
"District Of Columbia",2006,5,0.0531935483870968,6
"New Jersey",2006,5,0.0523,7
"Virginia",2006,5,0.0505701754385965,8
"Pennsylvania",2006,5,0.049721021611002,9
"California",2006,5,0.0488281036834925,10
"Country Of Mexico",2006,5,0.0476630434782608,11
"Oklahoma",2006,5,0.0465806451612903,12
"Kansas",2006,5,0.04656,13
"Texas",2006,5,0.0450205479452055,14
"New Hampshire",2006,5,0.0443870967741936,15
"Colorado",2006,5,0.0437090909090909,16
"New York",2006,5,0.0436967213114754,17
"Louisiana",2006,5,0.0427096774193549,18
"Michigan",2006,5,0.042,19
"Connecticut",2006,5,0.0414516129032258,20
"Missouri",2006,5,0.0407741935483871,21
"Maine",2006,5,0.0406363636363636,22
"Wisconsin",2006,5,0.0400967741935484,23
"Illinois",2006,5,0.0371129032258065,24
"Indiana",2006,5,0.0336785714285714,25
"Massachusetts",2006,5,0.0325806451612903,26
"Arizona",2006,6,0.0623666666666667,1
"North Carolina",2006,6,0.0621333333333333,2
"Kansas",2006,6,0.0611698113207547,3
"Louisiana",2006,6,0.059,4
"Texas",2006,6,0.0586788321167883,5
"Oklahoma",2006,6,0.0569,6
"Maryland",2006,6,0.0561333333333333,7
"District Of Columbia",2006,6,0.0558666666666667,8
"Virginia",2006,6,0.055235294117647,9
"Missouri",2006,6,0.0541666666666667,10
"South Carolina",2006,6,0.0517241379310345,11
"New Jersey",2006,6,0.0499333333333333,12
"Colorado",2006,6,0.0498205128205128,13
"Pennsylvania",2006,6,0.0477852882703777,14
"California",2006,6,0.0472859195402299,15
"Illinois",2006,6,0.0472,16
"Country Of Mexico",2006,6,0.0468426966292135,17
"Wisconsin",2006,6,0.046,18
"Florida",2006,6,0.0458,19
"Michigan",2006,6,0.0440666666666667,20
"Indiana",2006,6,0.04072,21
"New York",2006,6,0.0392767857142857,22
"New Hampshire",2006,6,0.0387666666666667,23
"Connecticut",2006,6,0.033,24
"Maine",2006,6,0.033,25
"Massachusetts",2006,6,0.0329666666666667,26
"Maryland",2006,7,0.064962962962963,1
"North Carolina",2006,7,0.0627096774193548,2
"Kansas",2006,7,0.0609473684210526,3
"New Jersey",2006,7,0.0601290322580645,4
"District Of Columbia",2006,7,0.0595161290322581,5
"Arizona",2006,7,0.0577983193277311,6
"Oklahoma",2006,7,0.0576666666666667,7
"Missouri",2006,7,0.0558965517241379,8
"Virginia",2006,7,0.0550701754385965,9
"New York",2006,7,0.0542258064516129,10
"Pennsylvania",2006,7,0.0539552529182879,11
"Michigan",2006,7,0.051758064516129,12
"Colorado",2006,7,0.0516290322580645,13
"Indiana",2006,7,0.0513870967741935,14
"Connecticut",2006,7,0.0504516129032258,15
"Illinois",2006,7,0.0495272727272727,16
"Wisconsin",2006,7,0.049,17
"New Hampshire",2006,7,0.0463478260869565,18
"South Carolina",2006,7,0.0460322580645161,19
"Massachusetts",2006,7,0.0452333333333333,20
"Texas",2006,7,0.0442213114754098,21
"California",2006,7,0.0439823369565217,22
"Louisiana",2006,7,0.0427,23
"Florida",2006,7,0.039258064516129,24
"Country Of Mexico",2006,7,0.0367704918032787,25
"Maine",2006,7,0.0332258064516129,26
"District Of Columbia",2006,8,0.0616129032258065,1
"North Carolina",2006,8,0.0594838709677419,2
"Virginia",2006,8,0.0592764227642276,3
"Oklahoma",2006,8,0.0584444444444444,4
"New Jersey",2006,8,0.0560645161290323,5
"Missouri",2006,8,0.0542258064516129,6
"Kansas",2006,8,0.0536666666666667,7
"Arizona",2006,8,0.0530806451612903,8
"Pennsylvania",2006,8,0.05164,9
"New York",2006,8,0.0496752136752137,10
"Michigan",2006,8,0.0470483870967742,11
"Wisconsin",2006,8,0.046764705882353,12
"South Carolina",2006,8,0.0464666666666667,13
"Texas",2006,8,0.0454307692307692,14
"Colorado",2006,8,0.0452181818181818,15
"California",2006,8,0.0446642958748222,16
"Indiana",2006,8,0.0440333333333333,17
"Illinois",2006,8,0.0433559322033898,18
"Louisiana",2006,8,0.0415483870967742,19
"Connecticut",2006,8,0.0399285714285714,20
"Country Of Mexico",2006,8,0.0393150684931507,21
"Florida",2006,8,0.0392258064516129,22
"New Hampshire",2006,8,0.0358,23
"Massachusetts",2006,8,0.0319677419354839,24
"Maine",2006,8,0.0276451612903226,25
"Oklahoma",2006,9,0.0494,1
"Florida",2006,9,0.0476666666666667,2
"Arizona",2006,9,0.0469261744966443,3
"South Carolina",2006,9,0.0457333333333333,4
"Texas",2006,9,0.0453636363636363,5
"North Carolina",2006,9,0.0451333333333333,6
"California",2006,9,0.0440132743362832,7
"Louisiana",2006,9,0.0415666666666667,8
"Country Of Mexico",2006,9,0.0410487804878049,9
"Missouri",2006,9,0.0379,10
"District Of Columbia",2006,9,0.0370333333333333,11
"Colorado",2006,9,0.0365094339622642,12
"New Jersey",2006,9,0.0352666666666667,13
"New York",2006,9,0.0351785714285714,14
"Kansas",2006,9,0.0351333333333333,15
"Virginia",2006,9,0.0347166666666667,16
"Pennsylvania",2006,9,0.0326047008547008,17
"Connecticut",2006,9,0.0314333333333333,18
"New Hampshire",2006,9,0.0306333333333333,19
"Wisconsin",2006,9,0.0306333333333333,20
"Illinois",2006,9,0.0300181818181818,21
"Indiana",2006,9,0.0293,22
"Michigan",2006,9,0.028,23
"Maine",2006,9,0.0271333333333333,24
"Massachusetts",2006,9,0.0230384615384615,25
"Florida",2006,10,0.0458064516129032,1
"South Carolina",2006,10,0.0421666666666667,2
"California",2006,10,0.0395619718309859,3
"Louisiana",2006,10,0.0393225806451613,4
"Arizona",2006,10,0.0389594594594595,5
"Country Of Mexico",2006,10,0.0379714285714286,6
"Texas",2006,10,0.0373605442176871,7
"Oklahoma",2006,10,0.0357857142857143,8
"North Carolina",2006,10,0.0343571428571429,9
"District Of Columbia",2006,10,0.0308064516129032,10
"New York",2006,10,0.0302177419354839,11
"Virginia",2006,10,0.0282882882882883,12
"Pennsylvania",2006,10,0.0281477732793522,13
"New Jersey",2006,10,0.0275161290322581,14
"Missouri",2006,10,0.0274516129032258,15
"Maine",2006,10,0.0263548387096774,16
"Wisconsin",2006,10,0.025258064516129,17
"Kansas",2006,10,0.025,18
"Iowa",2006,10,0.0234516129032258,19
"Illinois",2006,10,0.0230483870967742,20
"Massachusetts",2006,10,0.0219354838709678,21
"Colorado",2006,10,0.0218269230769231,22
"Florida",2006,11,0.0375,1
"South Carolina",2006,11,0.0361333333333333,2
"Country Of Mexico",2006,11,0.0357466666666667,3
"Arizona",2006,11,0.0333916666666667,4
"Texas",2006,11,0.0321605839416058,5
"California",2006,11,0.0303950795947901,6
"Oklahoma",2006,11,0.0300322580645161,7
"Louisiana",2006,11,0.0290666666666667,8
"Maine",2006,11,0.0249375,9
"New York",2006,11,0.0226555555555556,10
"District Of Columbia",2006,11,0.0225333333333333,11
"Kansas",2006,11,0.0221333333333333,12
"Virginia",2006,11,0.0219666666666667,13
"New Jersey",2006,11,0.0199333333333333,14
"Illinois",2006,11,0.0196666666666667,15
"Colorado",2006,11,0.01844,16
"Wisconsin",2006,11,0.0167586206896552,17
"Pennsylvania",2006,11,0.0162333333333333,18
"Massachusetts",2006,11,0.0159,19
"South Carolina",2006,12,0.0340322580645161,1
"Florida",2006,12,0.0313548387096774,2
"Maine",2006,12,0.0305,3
"Country Of Mexico",2006,12,0.0292272727272727,4
"Oklahoma",2006,12,0.0263225806451613,5
"Texas",2006,12,0.0261496062992126,6
"California",2006,12,0.0248780160857909,7
"Arizona",2006,12,0.0238951612903226,8
"Louisiana",2006,12,0.0237096774193548,9
"North Carolina",2006,12,0.02175,10
"District Of Columbia",2006,12,0.0198709677419355,11
"Kansas",2006,12,0.0196451612903226,12
"Colorado",2006,12,0.0192459016393443,13
"New York",2006,12,0.0191290322580645,14
"Illinois",2006,12,0.0183103448275862,15
"Virginia",2006,12,0.0181505376344086,16
"New Jersey",2006,12,0.018,17
"Wisconsin",2006,12,0.0160967741935484,18
"Massachusetts",2006,12,0.0158387096774194,19
"Pennsylvania",2006,12,0.0145357142857143,20
"Wyoming",2007,1,0.0372903225806452,1
"South Carolina",2007,1,0.0311935483870968,2
"Florida",2007,1,0.0310483870967742,3
"Maine",2007,1,0.0287096774193549,4
"Country Of Mexico",2007,1,0.0285232558139535,5
"California",2007,1,0.0279310344827586,6
"Arizona",2007,1,0.0277338709677419,7
"Oklahoma",2007,1,0.0275483870967742,8
"North Carolina",2007,1,0.0264516129032258,9
"Texas",2007,1,0.0237677419354839,10
"Kansas",2007,1,0.0236129032258065,11
"Arkansas",2007,1,0.0235806451612903,12
"District Of Columbia",2007,1,0.0235652173913044,13
"Virginia",2007,1,0.0219032258064516,14
"Wisconsin",2007,1,0.0216129032258065,15
"Illinois",2007,1,0.0211935483870968,16
"Louisiana",2007,1,0.0208064516129032,17
"Colorado",2007,1,0.0203454545454546,18
"Maryland",2007,1,0.019,19
"New York",2007,1,0.0186770833333333,20
"New Jersey",2007,1,0.0176,21
"Massachusetts",2007,1,0.0172903225806452,22
"Pennsylvania",2007,1,0.0152258064516129,23
"Wyoming",2007,2,0.0411785714285714,1
"Florida",2007,2,0.0407857142857143,2
"Oklahoma",2007,2,0.0405,3
"South Carolina",2007,2,0.0403181818181818,4
"Maine",2007,2,0.0344285714285714,5
"North Carolina",2007,2,0.03425,6
"California",2007,2,0.0340839813374805,7
"Arizona",2007,2,0.0340625,8
"Arkansas",2007,2,0.0320357142857143,9
"Country Of Mexico",2007,2,0.0311388888888889,10
"Louisiana",2007,2,0.03084,11
"Texas",2007,2,0.0294108527131783,12
"District Of Columbia",2007,2,0.0292,13
"Virginia",2007,2,0.0288214285714286,14
"Kansas",2007,2,0.0287857142857143,15
"Illinois",2007,2,0.02596,16
"Colorado",2007,2,0.0247692307692308,17
"New Jersey",2007,2,0.0243571428571429,18
"Maryland",2007,2,0.0239555555555556,19
"New York",2007,2,0.0219545454545454,20
"Massachusetts",2007,2,0.0213571428571429,21
"Pennsylvania",2007,2,0.0212857142857143,22
"South Carolina",2007,3,0.0528965517241379,1
"Florida",2007,3,0.0494677419354839,2
"North Carolina",2007,3,0.0486885245901639,3
"Wyoming",2007,3,0.0460645161290323,4
"Arizona",2007,3,0.0455645161290322,5
"Louisiana",2007,3,0.0429677419354839,6
"California",2007,3,0.0415321336760926,7
"District Of Columbia",2007,3,0.0412173913043478,8
"Arkansas",2007,3,0.0402903225806452,9
"Oklahoma",2007,3,0.0401707317073171,10
"Maine",2007,3,0.0394838709677419,11
"Texas",2007,3,0.0390254237288136,12
"Country Of Mexico",2007,3,0.0387866666666667,13
"Virginia",2007,3,0.0386559139784946,14
"Iowa",2007,3,0.037,15
"New Jersey",2007,3,0.0369677419354839,16
"Colorado",2007,3,0.0343518518518519,17
"Maryland",2007,3,0.0342741935483871,18
"Kansas",2007,3,0.0333870967741936,19
"Indiana",2007,3,0.033,20
"Missouri",2007,3,0.033,20
"Illinois",2007,3,0.0311333333333333,22
"Massachusetts",2007,3,0.030483870967742,23
"New York",2007,3,0.0298235294117647,24
"Pennsylvania",2007,3,0.0289782608695652,25
"Michigan",2007,3,0.021,26
"Connecticut",2007,3,0.005,27
"New Hampshire",2007,3,0.005,27
"South Carolina",2007,4,0.0587333333333333,1
"Florida",2007,4,0.0561166666666667,2
"Arizona",2007,4,0.0537912087912088,3
"North Carolina",2007,4,0.0522631578947368,4
"Wyoming",2007,4,0.0514,5
"Oklahoma",2007,4,0.0491521739130435,6
"Arkansas",2007,4,0.0482,7
"Louisiana",2007,4,0.0475333333333333,8
"Texas",2007,4,0.0467215189873417,9
"California",2007,4,0.0458852459016393,10
"District Of Columbia",2007,4,0.0445862068965517,11
"Virginia",2007,4,0.0437433628318584,12
"Maine",2007,4,0.0435333333333333,13
"Kansas",2007,4,0.0427333333333334,14
"Pennsylvania",2007,4,0.0420386178861789,15
"New Hampshire",2007,4,0.0411,16
"Connecticut",2007,4,0.0410697674418605,17
"Iowa",2007,4,0.0408983050847458,18
"Maryland",2007,4,0.0406440677966102,19
"Missouri",2007,4,0.0406,20
"New Jersey",2007,4,0.0405333333333333,21
"Illinois",2007,4,0.0394220183486238,22
"Colorado",2007,4,0.0389615384615385,23
"New York",2007,4,0.0380266666666667,24
"Indiana",2007,4,0.038,25
"Country Of Mexico",2007,4,0.0379245283018868,26
"Massachusetts",2007,4,0.0328,27
"North Carolina",2007,5,0.0592903225806451,1
"Florida",2007,5,0.0576393442622951,2
"Arizona",2007,5,0.0556438356164384,3
"Pennsylvania",2007,5,0.0552395437262357,4
"District Of Columbia",2007,5,0.055,5
"Virginia",2007,5,0.0549677419354839,6
"Wyoming",2007,5,0.0546774193548387,7
"New Jersey",2007,5,0.054258064516129,8
"Maryland",2007,5,0.0541451612903226,9
"South Carolina",2007,5,0.0535757575757576,10
"Indiana",2007,5,0.0516,11
"Louisiana",2007,5,0.0501666666666667,12
"California",2007,5,0.0498777506112469,13
"Texas",2007,5,0.0485423728813559,14
"Arkansas",2007,5,0.0483225806451613,15
"Connecticut",2007,5,0.0471195652173913,16
"Oklahoma",2007,5,0.0453859649122807,17
"Iowa",2007,5,0.0453387096774194,18
"New Hampshire",2007,5,0.0450322580645161,19
"Colorado",2007,5,0.0447258064516129,20
"Country Of Mexico",2007,5,0.0447096774193549,21
"New York",2007,5,0.0444771241830065,22
"Missouri",2007,5,0.0439259259259259,23
"Kansas",2007,5,0.0436129032258065,24
"Illinois",2007,5,0.0433172043010753,25
"Maine",2007,5,0.0405483870967742,26
"Oregon",2007,5,0.0396,27
"Massachusetts",2007,5,0.0361935483870968,28
"Country Of Mexico",2007,6,0.0639166666666667,1
"North Carolina",2007,6,0.0624333333333333,2
"Wyoming",2007,6,0.0571333333333333,3
"District Of Columbia",2007,6,0.0563333333333333,4
"New Jersey",2007,6,0.0560740740740741,5
"Virginia",2007,6,0.0552666666666667,6
"Missouri",2007,6,0.0547666666666667,7
"Arizona",2007,6,0.0538780487804878,8
"Maryland",2007,6,0.0535384615384615,9
"Indiana",2007,6,0.0528,10
"Pennsylvania",2007,6,0.0524673267326733,11
"South Carolina",2007,6,0.0516153846153846,12
"Arkansas",2007,6,0.0491,13
"Colorado",2007,6,0.0488666666666667,14
"Connecticut",2007,6,0.0476777777777778,15
"New York",2007,6,0.0467260273972603,16
"Illinois",2007,6,0.0461954022988506,17
"Kansas",2007,6,0.0457,18
"Florida",2007,6,0.04565,19
"Louisiana",2007,6,0.0455666666666667,20
"California",2007,6,0.044075422626788,21
"Iowa",2007,6,0.044,22
"Oklahoma",2007,6,0.0415593220338983,23
"Texas",2007,6,0.0411575757575758,24
"New Hampshire",2007,6,0.0407,25
"Maine",2007,6,0.0333666666666667,26
"Massachusetts",2007,6,0.0329,27
"Oregon",2007,6,0.0328,28
"Wyoming",2007,7,0.0589032258064516,1
"District Of Columbia",2007,7,0.0579354838709678,2
"North Carolina",2007,7,0.0568064516129032,3
"Virginia",2007,7,0.0560260869565218,4
"Maryland",2007,7,0.0559838709677419,5
"Missouri",2007,7,0.0559677419354839,6
"New Jersey",2007,7,0.055741935483871,7
"Arizona",2007,7,0.0547741935483871,8
"Colorado",2007,7,0.05475,9
"Pennsylvania",2007,7,0.052,10
"Country Of Mexico",2007,7,0.0501578947368421,11
"Connecticut",2007,7,0.0493837209302326,12
"Indiana",2007,7,0.0493225806451613,13
"New York",2007,7,0.0489147286821705,14
"Kansas",2007,7,0.0479354838709678,15
"Oklahoma",2007,7,0.0456,16
"Arkansas",2007,7,0.043258064516129,17
"Florida",2007,7,0.0427258064516129,18
"Illinois",2007,7,0.0424139784946236,19
"Iowa",2007,7,0.0420161290322581,20
"New Hampshire",2007,7,0.0401290322580645,21
"California",2007,7,0.0389390088945362,22
"Texas",2007,7,0.038491124260355,23
"Massachusetts",2007,7,0.0371612903225807,24
"Louisiana",2007,7,0.0328387096774194,25
"Maine",2007,7,0.0325483870967742,26
"Oregon",2007,7,0.0322142857142857,27
"North Carolina",2007,8,0.0756451612903226,1
"Missouri",2007,8,0.0638709677419355,2
"District Of Columbia",2007,8,0.0595483870967742,3
"Wyoming",2007,8,0.0573225806451613,4
"Virginia",2007,8,0.0567950819672131,5
"Arkansas",2007,8,0.0565483870967742,6
"Maryland",2007,8,0.056,7
"Arizona",2007,8,0.0554516129032258,8
"Indiana",2007,8,0.055258064516129,9
"New Jersey",2007,8,0.0525769230769231,10
"Kansas",2007,8,0.0511290322580645,11
"Oklahoma",2007,8,0.0506393442622951,12
"Pennsylvania",2007,8,0.0492751937984496,13
"Connecticut",2007,8,0.0484838709677419,14
"Colorado",2007,8,0.0476774193548387,15
"Country Of Mexico",2007,8,0.0465,16
"New York",2007,8,0.0464666666666667,17
"Louisiana",2007,8,0.04592,18
"Florida",2007,8,0.0446935483870968,19
"South Carolina",2007,8,0.0439565217391304,20
"Texas",2007,8,0.043890243902439,21
"California",2007,8,0.0438089591567853,22
"New Hampshire",2007,8,0.0426451612903226,23
"Iowa",2007,8,0.0404318181818182,24
"Illinois",2007,8,0.0402688172043011,25
"Massachusetts",2007,8,0.036258064516129,26
"Oregon",2007,8,0.0325806451612903,27
"Maine",2007,8,0.0262258064516129,28
"North Carolina",2007,9,0.0574666666666667,1
"District Of Columbia",2007,9,0.0517666666666667,2
"Wyoming",2007,9,0.0503333333333333,3
"Virginia",2007,9,0.0497410714285714,4
"Missouri",2007,9,0.0496333333333333,5
"Maryland",2007,9,0.0493725490196078,6
"Arizona",2007,9,0.049,7
"Indiana",2007,9,0.0483,8
"New Jersey",2007,9,0.0475,9
"Pennsylvania",2007,9,0.0464505263157895,10
"Texas",2007,9,0.044562874251497,11
"California",2007,9,0.0429110824742268,12
"Louisiana",2007,9,0.0429,13
"Arkansas",2007,9,0.0423448275862069,14
"Oklahoma",2007,9,0.0421702127659575,15
"Connecticut",2007,9,0.0408409090909091,16
"Kansas",2007,9,0.0398333333333333,17
"Colorado",2007,9,0.03965,18
"Iowa",2007,9,0.0385681818181818,19
"South Carolina",2007,9,0.0380666666666667,20
"New Hampshire",2007,9,0.0376,21
"Illinois",2007,9,0.0374222222222222,22
"New York",2007,9,0.0372933333333333,23
"Florida",2007,9,0.037,24
"Massachusetts",2007,9,0.0312,25
"Maine",2007,9,0.0309333333333333,26
"Oregon",2007,9,0.0263333333333333,27
"Arizona",2007,10,0.0407983870967742,1
"Texas",2007,10,0.0407039106145251,2
"Wyoming",2007,10,0.0404838709677419,3
"North Carolina",2007,10,0.0391935483870968,4
"Country Of Mexico",2007,10,0.0388076923076923,5
"Oklahoma",2007,10,0.0387592592592593,6
"California",2007,10,0.037629404617254,7
"District Of Columbia",2007,10,0.0371333333333333,8
"Maryland",2007,10,0.0368548387096774,9
"Virginia",2007,10,0.0360645161290323,10
"South Carolina",2007,10,0.0357096774193548,11
"Louisiana",2007,10,0.0356451612903226,12
"Arkansas",2007,10,0.0344193548387097,13
"Missouri",2007,10,0.0339354838709678,14
"Florida",2007,10,0.0338548387096774,15
"Pennsylvania",2007,10,0.033294921875,16
"New Jersey",2007,10,0.0314193548387097,17
"Kansas",2007,10,0.0299032258064516,18
"New York",2007,10,0.0290322580645161,19
"Maine",2007,10,0.0284516129032258,20
"Iowa",2007,10,0.0281694915254237,21
"Colorado",2007,10,0.0281639344262295,22
"Illinois",2007,10,0.0261612903225806,23
"Massachusetts",2007,10,0.0215806451612903,24
"Oregon",2007,10,0.0184516129032258,25
"Country Of Mexico",2007,11,0.048,1
"Florida",2007,11,0.04025,2
"Wyoming",2007,11,0.0397692307692308,3
"South Carolina",2007,11,0.0368333333333333,4
"Oklahoma",2007,11,0.03225,5
"Texas",2007,11,0.0320171428571428,6
"Arizona",2007,11,0.0318833333333333,7
"Louisiana",2007,11,0.0307,8
"California",2007,11,0.0306245161290322,9
"North Carolina",2007,11,0.0302,10
"Maine",2007,11,0.0283666666666667,11
"Arkansas",2007,11,0.0275666666666667,12
"Virginia",2007,11,0.026625,13
"District Of Columbia",2007,11,0.0243478260869565,14
"Maryland",2007,11,0.0218166666666667,15
"New York",2007,11,0.0217438016528926,16
"Colorado",2007,11,0.0215689655172414,17
"New Jersey",2007,11,0.0202333333333333,18
"Kansas",2007,11,0.0199666666666667,19
"Massachusetts",2007,11,0.0191481481481482,20
"Pennsylvania",2007,11,0.0169285714285714,21
"Oregon",2007,11,0.01676,22
"Illinois",2007,11,0.0166,23
"Wyoming",2007,12,0.0364838709677419,1
"Florida",2007,12,0.0333225806451613,2
"South Carolina",2007,12,0.0322903225806452,3
"Maine",2007,12,0.0305483870967742,4
"California",2007,12,0.0283166869671133,5
