"usstate","local_year","local_month","o3maxvalue","rank"
"Idaho",2010,2,0.0300714285714286,18
"Connecticut",2010,2,0.02952,19
"Country Of Mexico",2010,2,0.0283235294117647,20
"New York",2010,2,0.0263392857142857,21
"Massachusetts",2010,2,0.0257037037037037,22
"Kansas",2010,2,0.0253928571428572,23
"Pennsylvania",2010,2,0.02525,24
"Illinois",2010,2,0.0246666666666667,25
"Oregon",2010,2,0.0232857142857143,26
"Florida",2010,3,0.0526774193548387,1
"Tennessee",2010,3,0.0501290322580645,2
"South Carolina",2010,3,0.0482903225806452,3
"Arizona",2010,3,0.0470403225806452,4
"Louisiana",2010,3,0.0468064516129032,5
"Ohio",2010,3,0.0459354838709677,6
"Colorado",2010,3,0.0457096774193548,7
"North Carolina",2010,3,0.0446451612903226,8
"Oklahoma",2010,3,0.0443260869565218,9
"Arkansas",2010,3,0.0440645161290322,10
"Maryland",2010,3,0.0440322580645161,11
"Texas",2010,3,0.0425243902439024,12
"California",2010,3,0.0424826086956522,13
"Country Of Mexico",2010,3,0.0424347826086957,14
"New Hampshire",2010,3,0.0417096774193549,15
"Idaho",2010,3,0.0416451612903226,16
"District Of Columbia",2010,3,0.0412258064516129,17
"Maine",2010,3,0.0409344262295082,18
"North Dakota",2010,3,0.0405161290322581,19
"New York",2010,3,0.0374126984126984,20
"Connecticut",2010,3,0.0352333333333333,21
"Illinois",2010,3,0.03324,22
"Oregon",2010,3,0.0330322580645161,23
"Massachusetts",2010,3,0.032483870967742,24
"Pennsylvania",2010,3,0.032027027027027,25
"Kansas",2010,3,0.0299354838709678,26
"Iowa",2010,3,0.026,27
"Indiana",2010,3,0.021,28
"Virginia",2010,3,0,29
"Tennessee",2010,4,0.0644666666666667,1
"North Carolina",2010,4,0.0556666666666667,2
"Florida",2010,4,0.0553666666666667,3
"South Carolina",2010,4,0.0544,4
"Arizona",2010,4,0.0535054945054945,5
"Ohio",2010,4,0.0526666666666667,6
"Colorado",2010,4,0.0514117647058824,7
"Oklahoma",2010,4,0.0511153846153846,8
"Louisiana",2010,4,0.0497666666666667,9
"Arkansas",2010,4,0.0495,10
"Pennsylvania",2010,4,0.0479201680672269,11
"Iowa",2010,4,0.0471,12
"Country Of Mexico",2010,4,0.0470333333333333,13
"Maryland",2010,4,0.047,14
"North Dakota",2010,4,0.0468666666666667,15
"New Hampshire",2010,4,0.0455333333333333,16
"California",2010,4,0.0451547987616099,17
"Virginia",2010,4,0.0449666666666667,18
"Illinois",2010,4,0.0449036144578313,19
"Connecticut",2010,4,0.0447303370786517,20
"Texas",2010,4,0.0445555555555555,21
"Idaho",2010,4,0.0445,22
"Indiana",2010,4,0.0434,23
"District Of Columbia",2010,4,0.0433333333333333,24
"Maine",2010,4,0.0414285714285714,25
"Kansas",2010,4,0.0404,26
"New York",2010,4,0.0385394736842105,27
"Oregon",2010,4,0.0376333333333333,28
"Massachusetts",2010,4,0.0368333333333333,29
"Arizona",2010,5,0.0577634408602151,1
"Ohio",2010,5,0.0533,2
"Tennessee",2010,5,0.0531612903225806,3
"Maryland",2010,5,0.0508387096774194,4
"Colorado",2010,5,0.0476875,5
"North Dakota",2010,5,0.0470645161290323,6
"North Carolina",2010,5,0.046741935483871,7
"Illinois",2010,5,0.046433734939759,8
"New Hampshire",2010,5,0.0460645161290323,9
"Virginia",2010,5,0.0458064516129032,10
"Arkansas",2010,5,0.0454193548387096,11
"Texas",2010,5,0.0453076923076923,12
"Pennsylvania",2010,5,0.0452673992673993,13
"Oklahoma",2010,5,0.0451935483870968,14
"Idaho",2010,5,0.0448709677419355,15
"Louisiana",2010,5,0.0444074074074074,16
"Iowa",2010,5,0.0441612903225807,17
"California",2010,5,0.0435538922155689,18
"Connecticut",2010,5,0.0434044943820225,19
"District Of Columbia",2010,5,0.0433,20
"Florida",2010,5,0.0429677419354839,21
"Indiana",2010,5,0.0411935483870968,22
"Maine",2010,5,0.0410322580645161,23
"New York",2010,5,0.0407126436781609,24
"South Carolina",2010,5,0.0403870967741936,25
"Massachusetts",2010,5,0.0389354838709677,26
"Kansas",2010,5,0.0381612903225807,27
"Country Of Mexico",2010,5,0.0366216216216216,28
"Oregon",2010,5,0.0361290322580645,29
"North Carolina",2010,6,0.0575666666666667,1
"Arizona",2010,6,0.0564492753623188,2
"District Of Columbia",2010,6,0.0563,3
"Virginia",2010,6,0.0552894736842105,4
"Maryland",2010,6,0.0549285714285714,5
"Ohio",2010,6,0.0543333333333333,6
"Tennessee",2010,6,0.0519642857142857,7
"New York",2010,6,0.0500068493150685,8
"Pennsylvania",2010,6,0.0487584745762712,9
"Connecticut",2010,6,0.0480222222222222,10
"Colorado",2010,6,0.0456,11
"South Carolina",2010,6,0.0451,12
"Arkansas",2010,6,0.0449666666666667,13
"Illinois",2010,6,0.0447654320987654,14
"Indiana",2010,6,0.0445333333333333,15
"Idaho",2010,6,0.0441666666666667,16
"Oklahoma",2010,6,0.0434827586206897,17
"California",2010,6,0.0419824046920821,18
"Kansas",2010,6,0.0398,19
"Iowa",2010,6,0.0397833333333333,20
"Louisiana",2010,6,0.0390769230769231,21
"New Hampshire",2010,6,0.0389666666666667,22
"North Dakota",2010,6,0.0372333333333333,23
"Florida",2010,6,0.0371,24
"Massachusetts",2010,6,0.0369333333333333,25
"Texas",2010,6,0.0335598290598291,26
"Maine",2010,6,0.0334827586206897,27
"Country Of Mexico",2010,6,0.0322058823529412,28
"Oregon",2010,6,0.0296,29
"District Of Columbia",2010,7,0.0615806451612903,1
"Maryland",2010,7,0.0610967741935484,2
"North Carolina",2010,7,0.0577741935483871,3
"Ohio",2010,7,0.0574193548387097,4
"Virginia",2010,7,0.055448275862069,5
"Pennsylvania",2010,7,0.0533201438848921,6
"New York",2010,7,0.0528133333333333,7
"Arizona",2010,7,0.0515,8
"Illinois",2010,7,0.0514933333333333,9
"Idaho",2010,7,0.0511935483870968,10
"Connecticut",2010,7,0.0496705882352941,11
"Indiana",2010,7,0.0473571428571429,12
"South Carolina",2010,7,0.0447142857142857,13
"New Hampshire",2010,7,0.0438387096774194,14
"California",2010,7,0.0422283236994219,15
"Arkansas",2010,7,0.0408709677419355,16
"Oklahoma",2010,7,0.04016,17
"Iowa",2010,7,0.0393125,18
"Kansas",2010,7,0.0384516129032258,19
"Massachusetts",2010,7,0.0380645161290323,20
"North Dakota",2010,7,0.0355806451612903,21
"Texas",2010,7,0.0346964285714286,22
"Maine",2010,7,0.0345245901639344,23
"Country Of Mexico",2010,7,0.034462962962963,24
"Florida",2010,7,0.0333870967741936,25
"Louisiana",2010,7,0.0333225806451613,26
"Oregon",2010,7,0.0310967741935484,27
"District Of Columbia",2010,8,0.0609032258064516,1
"Maryland",2010,8,0.05644,2
"Virginia",2010,8,0.0559677419354839,3
"Oklahoma",2010,8,0.0545593220338983,4
"Idaho",2010,8,0.0533870967741936,5
"Arkansas",2010,8,0.0528387096774194,6
"Arizona",2010,8,0.0520967741935484,7
"Illinois",2010,8,0.0514655172413793,8
"Pennsylvania",2010,8,0.0513799283154122,9
"Indiana",2010,8,0.0512142857142857,10
"North Carolina",2010,8,0.0497741935483871,11
"New York",2010,8,0.0480196078431372,12
"Texas",2010,8,0.0468743169398907,13
"Connecticut",2010,8,0.0445301204819277,14
"Kansas",2010,8,0.043,15
"California",2010,8,0.0422780898876405,16
"Colorado",2010,8,0.041,17
"New Hampshire",2010,8,0.0409354838709677,18
"Iowa",2010,8,0.0408793103448276,19
"Louisiana",2010,8,0.0373870967741936,20
"Massachusetts",2010,8,0.0371290322580645,21
"South Carolina",2010,8,0.0370454545454546,22
"North Dakota",2010,8,0.0358064516129032,23
"Maine",2010,8,0.0341311475409836,24
"Country Of Mexico",2010,8,0.0338870967741935,25
"Oregon",2010,8,0.0338064516129032,26
"Florida",2010,8,0.0313225806451613,27
"Tennessee",2010,9,0.0683333333333333,1
"North Carolina",2010,9,0.0549,2
"Arizona",2010,9,0.0523191489361702,3
"District Of Columbia",2010,9,0.0503666666666667,4
"Country Of Mexico",2010,9,0.049,5
"Virginia",2010,9,0.04845,6
"Louisiana",2010,9,0.0468518518518519,7
"Maryland",2010,9,0.0457241379310345,8
"Arkansas",2010,9,0.0452857142857143,9
"California",2010,9,0.0445510752688172,10
"Oklahoma",2010,9,0.0442666666666667,11
"Idaho",2010,9,0.0438333333333333,12
"Indiana",2010,9,0.0427037037037037,13
"South Carolina",2010,9,0.0427,14
"Pennsylvania",2010,9,0.0420201612903226,15
"Colorado",2010,9,0.0405714285714286,16
"Texas",2010,9,0.0403276836158192,17
"New York",2010,9,0.0395066666666667,18
"Connecticut",2010,9,0.0382203389830508,19
"Illinois",2010,9,0.036910447761194,20
"Florida",2010,9,0.036,21
"Iowa",2010,9,0.0351333333333333,22
"New Hampshire",2010,9,0.0340333333333333,23
"Massachusetts",2010,9,0.0326,24
"Maine",2010,9,0.0311,25
"Kansas",2010,9,0.0304333333333333,26
"North Dakota",2010,9,0.0269333333333333,27
"Oregon",2010,9,0.0240333333333333,28
"Tennessee",2010,10,0.0574516129032258,1
"Florida",2010,10,0.0508076923076923,2
"Louisiana",2010,10,0.0495806451612903,3
"Arkansas",2010,10,0.0495161290322581,4
"South Carolina",2010,10,0.0468846153846154,5
"Texas",2010,10,0.0458967391304348,6
"Oklahoma",2010,10,0.0450512820512821,7
"Georgia",2010,10,0.0440967741935484,8
"North Carolina",2010,10,0.0436774193548387,9
"Arizona",2010,10,0.0421806451612903,10
"Colorado",2010,10,0.0389047619047619,11
"Virginia",2010,10,0.0368387096774194,12
"California",2010,10,0.036778859527121,13
"Illinois",2010,10,0.0362087912087912,14
"Idaho",2010,10,0.0358387096774194,15
"Iowa",2010,10,0.0349344262295082,16
"District Of Columbia",2010,10,0.0340645161290323,17
"Maryland",2010,10,0.0326451612903226,18
"Pennsylvania",2010,10,0.031,19
"North Dakota",2010,10,0.0299032258064516,20
"Kansas",2010,10,0.0295806451612903,21
"New York",2010,10,0.0283083333333333,22
"Connecticut",2010,10,0.0281777777777778,23
"Maine",2010,10,0.0244727272727273,24
"Oregon",2010,10,0.0244193548387097,25
"Massachusetts",2010,10,0.022258064516129,26
"Tennessee",2010,11,0.0481333333333333,1
"Florida",2010,11,0.0382333333333333,2
"Arizona",2010,11,0.0367718120805369,3
"Oklahoma",2010,11,0.0359833333333333,4
"North Carolina",2010,11,0.0322,5
"Texas",2010,11,0.0321371428571428,6
"Arkansas",2010,11,0.0318333333333333,7
"Louisiana",2010,11,0.0318,8
"California",2010,11,0.0317525773195876,9
"Georgia",2010,11,0.0296666666666667,10
"Idaho",2010,11,0.0293333333333333,11
"Colorado",2010,11,0.0286428571428571,12
"Connecticut",2010,11,0.0283166666666667,13
"Maryland",2010,11,0.0282307692307692,14
"District Of Columbia",2010,11,0.0272666666666667,15
"Illinois",2010,11,0.0265869565217391,16
"New York",2010,11,0.0261149425287356,17
"Maine",2010,11,0.0259122807017544,18
"North Dakota",2010,11,0.0241666666666667,19
"Kansas",2010,11,0.0227,20
"Country Of Mexico",2010,11,0.022125,21
"Massachusetts",2010,11,0.0219666666666667,22
"Oregon",2010,11,0.0206333333333333,23
"Pennsylvania",2010,11,0.0204333333333333,24
"Tennessee",2010,12,0.0392903225806452,1
"Florida",2010,12,0.0344193548387097,2
"North Dakota",2010,12,0.0307741935483871,3
"Oklahoma",2010,12,0.0306444444444445,4
"Louisiana",2010,12,0.0294516129032258,5
"Texas",2010,12,0.0293181818181818,6
"Connecticut",2010,12,0.0289285714285714,7
"Maine",2010,12,0.0283518518518519,8
"Nevada",2010,12,0.0279,9
"Maryland",2010,12,0.0265483870967742,10
"New York",2010,12,0.0263655913978495,11
"North Carolina",2010,12,0.0261612903225807,12
"Arkansas",2010,12,0.0261290322580645,13
"Idaho",2010,12,0.0259032258064516,14
"District Of Columbia",2010,12,0.025741935483871,15
"Arizona",2010,12,0.0255806451612903,16
"Colorado",2010,12,0.0250645161290323,17
"California",2010,12,0.0245521557719054,18
"Georgia",2010,12,0.0241290322580645,19
"Oregon",2010,12,0.0233225806451613,20
"Illinois",2010,12,0.022875,21
"Pennsylvania",2010,12,0.0213606557377049,22
"Massachusetts",2010,12,0.0210689655172414,23
"Country Of Mexico",2010,12,0.0208333333333333,24
"Kansas",2010,12,0.01625,25
"Wyoming",2011,1,0.0433870967741936,1
"Hawaii",2011,1,0.039483870967742,2
"Florida",2011,1,0.0380967741935484,3
"South Dakota",2011,1,0.0356818181818182,4
"New Mexico",2011,1,0.0330322580645161,5
"Louisiana",2011,1,0.0326666666666667,6
"Oklahoma",2011,1,0.0325735294117647,7
"North Dakota",2011,1,0.0318387096774194,8
"Maine",2011,1,0.03065,9
"Connecticut",2011,1,0.0299677419354839,10
"Arizona",2011,1,0.0297283950617284,11
"Iowa",2011,1,0.0294137931034483,12
"Minnesota",2011,1,0.0293548387096774,13
"Arkansas",2011,1,0.0288387096774194,14
"Texas",2011,1,0.02875,15
"Country Of Mexico",2011,1,0.0281578947368421,16
"Colorado",2011,1,0.0275714285714286,17
"Illinois",2011,1,0.0268461538461539,18
"Georgia",2011,1,0.0267741935483871,19
"North Carolina",2011,1,0.0264137931034483,20
"New York",2011,1,0.0263510638297872,21
"Ohio",2011,1,0.0259024390243902,22
"California",2011,1,0.0252266500622665,23
"Maryland",2011,1,0.0249354838709678,24
"District Of Columbia",2011,1,0.024741935483871,25
"Idaho",2011,1,0.0240909090909091,26
"New Jersey",2011,1,0.02265,27
"Kansas",2011,1,0.022037037037037,28
"Pennsylvania",2011,1,0.0217096774193548,29
"Nevada",2011,1,0.0216774193548387,30
"Massachusetts",2011,1,0.0213548387096774,31
"Delaware",2011,1,0.0209310344827586,32
"Utah",2011,1,0.0173548387096774,33
"Oregon",2011,1,0.0167241379310345,34
"Wyoming",2011,2,0.0466785714285714,1
"North Dakota",2011,2,0.0400357142857143,2
"Arizona",2011,2,0.0399404761904762,3
"Florida",2011,2,0.0392142857142857,4
"Oklahoma",2011,2,0.0388333333333333,5
"South Dakota",2011,2,0.0387142857142857,6
"New Mexico",2011,2,0.0386071428571429,7
"North Carolina",2011,2,0.0377407407407407,8
"Utah",2011,2,0.0371785714285714,9
"Idaho",2011,2,0.037,10
"Maine",2011,2,0.0367678571428571,11
"Iowa",2011,2,0.0364642857142857,12
"California",2011,2,0.0359668508287293,13
"Colorado",2011,2,0.0357692307692308,14
"Connecticut",2011,2,0.0355178571428571,15
"Georgia",2011,2,0.0355,16
"Louisiana",2011,2,0.0349285714285714,17
"New York",2011,2,0.0344684684684685,18
"Minnesota",2011,2,0.0344444444444445,19
"District Of Columbia",2011,2,0.03425,20
"Maryland",2011,2,0.0342142857142857,21
"Nevada",2011,2,0.0339285714285714,22
"Texas",2011,2,0.0330969387755102,23
"Arkansas",2011,2,0.0330714285714286,24
"Ohio",2011,2,0.0322345679012346,25
"Country Of Mexico",2011,2,0.0316923076923077,26
"Pennsylvania",2011,2,0.0314285714285714,27
"Hawaii",2011,2,0.0313928571428572,28
"Illinois",2011,2,0.0306071428571429,29
"New Jersey",2011,2,0.0298214285714286,30
"Massachusetts",2011,2,0.0283214285714286,31
"Kansas",2011,2,0.0269285714285714,32
"Delaware",2011,2,0.0268,33
"Oregon",2011,2,0.0243928571428572,34
"Wyoming",2011,3,0.0510322580645161,1
"Florida",2011,3,0.048258064516129,2
"Arizona",2011,3,0.0476753246753247,3
"Colorado",2011,3,0.0459666666666667,4
"New Mexico",2011,3,0.0459354838709678,5
"North Carolina",2011,3,0.0438196721311475,6
"Oklahoma",2011,3,0.0433291139240506,7
"Utah",2011,3,0.0426451612903226,8
"North Dakota",2011,3,0.0426129032258065,9
"Minnesota",2011,3,0.0420322580645161,10
"Texas",2011,3,0.0413285024154589,11
"Nevada",2011,3,0.0409354838709678,12
"Connecticut",2011,3,0.040421875,13
"South Dakota",2011,3,0.0398709677419355,14
"California",2011,3,0.0397018561484919,15
"Louisiana",2011,3,0.0395483870967742,16
"Maryland",2011,3,0.0395185185185185,17
"Maine",2011,3,0.0392459016393443,18
"District Of Columbia",2011,3,0.0389032258064516,19
"New York",2011,3,0.0386666666666666,20
"Georgia",2011,3,0.0378709677419355,21
"Iowa",2011,3,0.03740625,22
"Pennsylvania",2011,3,0.0368522727272727,23
"Arkansas",2011,3,0.0357741935483871,24
"Illinois",2011,3,0.0353333333333333,25
"New Jersey",2011,3,0.0346451612903226,26
"Ohio",2011,3,0.0345925925925926,27
"Oregon",2011,3,0.0334516129032258,28
"Massachusetts",2011,3,0.0319677419354839,29
"Delaware",2011,3,0.0306190476190476,30
"Hawaii",2011,3,0.0301,31
"Country Of Mexico",2011,3,0.0300588235294118,32
"Kansas",2011,3,0.0286451612903226,33
"Virginia",2011,3,0.0283333333333333,34
"Indiana",2011,3,0,35
"Arizona",2011,4,0.0534769230769231,1
"Oklahoma",2011,4,0.0515652173913044,2
"Colorado",2011,4,0.05153125,3
"Wyoming",2011,4,0.0513103448275862,4
"New Mexico",2011,4,0.0508333333333333,5
"North Carolina",2011,4,0.0492,6
"Florida",2011,4,0.0477,7
"Utah",2011,4,0.0459310344827586,8
"Texas",2011,4,0.0455097087378641,9
"Minnesota",2011,4,0.0454,10
"North Dakota",2011,4,0.0453666666666667,11
"California",2011,4,0.0451138743455498,12
"Virginia",2011,4,0.0451011235955056,13
"Nevada",2011,4,0.0445333333333333,14
"South Dakota",2011,4,0.044,15
"Indiana",2011,4,0.0432333333333333,16
"Arkansas",2011,4,0.0430333333333334,17
"Maine",2011,4,0.0422166666666667,18
"Georgia",2011,4,0.0422142857142857,19
"Louisiana",2011,4,0.0421,20
"Connecticut",2011,4,0.0419333333333333,21
"Iowa",2011,4,0.0417169811320755,22
"Maryland",2011,4,0.0416896551724138,23
"District Of Columbia",2011,4,0.0414,24
"Pennsylvania",2011,4,0.0412384615384616,25
"New York",2011,4,0.0410762711864407,26
"Ohio",2011,4,0.0390731707317073,27
"Oregon",2011,4,0.0388333333333333,28
"Illinois",2011,4,0.0370666666666667,29
"Country Of Mexico",2011,4,0.037,30
"Kansas",2011,4,0.0364666666666667,31
"Massachusetts",2011,4,0.0351,32
"New Jersey",2011,4,0.0349,33
"Hawaii",2011,4,0.0311,34
"Arizona",2011,5,0.0560864197530864,1
"North Carolina",2011,5,0.05416,2
"New Mexico",2011,5,0.0538064516129032,3
"Florida",2011,5,0.0530645161290323,4
"Georgia",2011,5,0.052,5
"Wyoming",2011,5,0.0506129032258064,6
"Colorado",2011,5,0.05,7
"California",2011,5,0.0499191797346201,8
"Maryland",2011,5,0.0491935483870968,9
"Virginia",2011,5,0.0489247311827957,10
"Utah",2011,5,0.0484666666666667,11
"Oklahoma",2011,5,0.04845,12
"South Dakota",2011,5,0.0475483870967742,13
"District Of Columbia",2011,5,0.0468709677419355,14
"Nevada",2011,5,0.0467096774193548,15
"Indiana",2011,5,0.0467096774193548,15
"Texas",2011,5,0.0462270531400966,17
"Louisiana",2011,5,0.0446451612903226,18
"Iowa",2011,5,0.0445,19
"Pennsylvania",2011,5,0.0440415094339622,20
"New York",2011,5,0.0427669902912621,21
"Minnesota",2011,5,0.0422272727272727,22
"North Dakota",2011,5,0.042,23
"Arkansas",2011,5,0.0418064516129032,24
"Ohio",2011,5,0.0413043478260869,25
"Connecticut",2011,5,0.0406311475409836,26
"Delaware",2011,5,0.0375294117647059,27
"Illinois",2011,5,0.037054054054054,28
"Oregon",2011,5,0.0366774193548387,29
"Kansas",2011,5,0.036,30
"New Jersey",2011,5,0.0351935483870968,31
"Country Of Mexico",2011,5,0.0328571428571429,32
"Maine",2011,5,0.0325483870967742,33
"Hawaii",2011,5,0.0301333333333333,34
"Massachusetts",2011,5,0.0298709677419355,35
"North Carolina",2011,6,0.0662333333333333,1
"Maryland",2011,6,0.0609333333333333,2
"Virginia",2011,6,0.0587558139534884,3
"Colorado",2011,6,0.0575,4
"District Of Columbia",2011,6,0.0573571428571428,5
"Arizona",2011,6,0.0572372881355932,6
"Georgia",2011,6,0.0561,7
"Wyoming",2011,6,0.0559285714285714,8
"Oklahoma",2011,6,0.05588,9
"Utah",2011,6,0.0545,10
"New Mexico",2011,6,0.0541034482758621,11
"Indiana",2011,6,0.0538,12
"Delaware",2011,6,0.05364,13
"Pennsylvania",2011,6,0.050814126394052,14
"Nevada",2011,6,0.0506333333333333,15
"New Jersey",2011,6,0.0501666666666667,16
"Arkansas",2011,6,0.0500666666666667,17
"Ohio",2011,6,0.0485909090909091,18
"South Dakota",2011,6,0.0484666666666667,19
"New York",2011,6,0.0480612244897959,20
"Illinois",2011,6,0.0480121951219512,21
"Rhode Island",2011,6,0.0477666666666667,22
"Connecticut",2011,6,0.0477083333333333,23
"Texas",2011,6,0.0446666666666666,24
"Iowa",2011,6,0.044593220338983,25
"California",2011,6,0.0438697478991596,26
"Minnesota",2011,6,0.0438571428571429,27
"Louisiana",2011,6,0.0431666666666667,28
"Florida",2011,6,0.0421666666666667,29
"Kansas",2011,6,0.0411034482758621,30
"Country Of Mexico",2011,6,0.0375,31
"Massachusetts",2011,6,0.0335333333333333,32
"Maine",2011,6,0.0328,33
"North Dakota",2011,6,0.0321764705882353,34
"Hawaii",2011,6,0.0309,35
"Oregon",2011,6,0.0308333333333333,36
"Maryland",2011,7,0.0653809523809524,1
"Oklahoma",2011,7,0.0628260869565217,2
"Delaware",2011,7,0.0618064516129032,3
"Colorado",2011,7,0.0616129032258065,4
"District Of Columbia",2011,7,0.0606774193548387,5
"Indiana",2011,7,0.0604838709677419,6
"New Jersey",2011,7,0.0600357142857143,7
"New Mexico",2011,7,0.0598064516129032,8
"North Carolina",2011,7,0.0596774193548387,9
"Virginia",2011,7,0.0593870967741935,10
"Pennsylvania",2011,7,0.0565212355212355,11
"Utah",2011,7,0.0556129032258065,12
"Wyoming",2011,7,0.0555483870967742,13
"Illinois",2011,7,0.0545652173913043,14
"Ohio",2011,7,0.0544197530864197,15
"Rhode Island",2011,7,0.0540322580645161,16
"Georgia",2011,7,0.0533548387096774,17
"Arkansas",2011,7,0.0530645161290322,18
"Arizona",2011,7,0.0530163934426229,19
"Connecticut",2011,7,0.0510550458715596,20
"New York",2011,7,0.0501704545454545,21
"Nevada",2011,7,0.0483870967741935,22
"Kansas",2011,7,0.0483809523809524,23
"Iowa",2011,7,0.0473870967741935,24
"South Dakota",2011,7,0.0462333333333333,25
"Minnesota",2011,7,0.0449310344827586,26
"California",2011,7,0.0423646258503401,27
"Massachusetts",2011,7,0.041258064516129,28
"Texas",2011,7,0.0394571428571428,29
"Louisiana",2011,7,0.0374666666666667,30
"Maine",2011,7,0.0348387096774193,31
"Florida",2011,7,0.0329354838709678,32
"North Dakota",2011,7,0.0295483870967742,33
"Oregon",2011,7,0.0280322580645161,34
"Hawaii",2011,7,0.0248709677419354,35
"Oklahoma",2011,8,0.0656666666666667,1
"Colorado",2011,8,0.0617096774193548,2
"Utah",2011,8,0.0610967741935484,3
"Georgia",2011,8,0.0595161290322581,4
"New Mexico",2011,8,0.0589677419354839,5
"North Carolina",2011,8,0.0567741935483871,6
"Arkansas",2011,8,0.056258064516129,7
"Wyoming",2011,8,0.0558823529411765,8
"Indiana",2011,8,0.0541290322580645,9
"Arizona",2011,8,0.0540806451612903,10
"Louisiana",2011,8,0.0521935483870968,11
"Maryland",2011,8,0.0519230769230769,12
"Nevada",2011,8,0.0513225806451613,13
"Virginia",2011,8,0.0497078651685393,14
"Texas",2011,8,0.0487844311377245,15
"District Of Columbia",2011,8,0.0479354838709678,16
"Ohio",2011,8,0.0463555555555556,17
"Pennsylvania",2011,8,0.0449724409448819,18
"Illinois",2011,8,0.0446989247311828,19
"California",2011,8,0.0445535483870967,20
"New Jersey",2011,8,0.0445,21
"Delaware",2011,8,0.0443870967741935,22
"Connecticut",2011,8,0.0429338842975207,23
"Kansas",2011,8,0.0415161290322581,24
"Rhode Island",2011,8,0.0413,25
"Iowa",2011,8,0.0406774193548387,26
"New York",2011,8,0.0396746987951807,27
"Florida",2011,8,0.0394838709677419,28
"South Dakota",2011,8,0.0393225806451613,29
"Minnesota",2011,8,0.0367586206896552,30
"Massachusetts",2011,8,0.0341290322580645,31
"Maine",2011,8,0.0318225806451613,32
"North Dakota",2011,8,0.0317741935483871,33
"Oregon",2011,8,0.0316774193548387,34
"Hawaii",2011,8,0.0271428571428571,35
"Country Of Mexico",2011,8,0.0261052631578947,36
"Texas",2011,9,0.0562515337423313,1
"Utah",2011,9,0.0523,2
"Oklahoma",2011,9,0.0519438202247191,3
"New Mexico",2011,9,0.0494137931034483,4
"Arizona",2011,9,0.0490333333333333,5
"California",2011,9,0.0489198520345253,6
"Nevada",2011,9,0.0476,7
"Wyoming",2011,9,0.0472368421052632,8
"Colorado",2011,9,0.0463333333333333,9
"Arkansas",2011,9,0.0457666666666666,10
"Louisiana",2011,9,0.0450333333333333,11
"North Carolina",2011,9,0.0447,12
"Georgia",2011,9,0.0428666666666667,13
"Maryland",2011,9,0.0413333333333333,14
"Florida",2011,9,0.0409,15
"Indiana",2011,9,0.0381,16
"Connecticut",2011,9,0.036775,17
"Rhode Island",2011,9,0.0367333333333334,18
"South Dakota",2011,9,0.0355333333333333,19
"Illinois",2011,9,0.0347333333333333,20
"Virginia",2011,9,0.0346588235294118,21
"Pennsylvania",2011,9,0.0344075471698113,22
"Ohio",2011,9,0.03388,23
"North Dakota",2011,9,0.0333333333333333,24
"Iowa",2011,9,0.0329814814814815,25
"Delaware",2011,9,0.0326666666666667,26
"Minnesota",2011,9,0.0325333333333334,27
"District Of Columbia",2011,9,0.0323921568627451,28
"New York",2011,9,0.0323695652173913,29
"New Jersey",2011,9,0.0321333333333333,30
"Hawaii",2011,9,0.032,31
"Oregon",2011,9,0.0302727272727273,32
"Kansas",2011,9,0.0295666666666667,33
"Country Of Mexico",2011,9,0.0281304347826087,34
"Massachusetts",2011,9,0.0265,35
"Maine",2011,9,0.0260666666666667,36
"Oklahoma",2011,10,0.0502567567567568,1
"Louisiana",2011,10,0.0479677419354839,2
"Texas",2011,10,0.0459080459770115,3
"Arizona",2011,10,0.0435125,4
"Arkansas",2011,10,0.0419354838709677,5
"Wyoming",2011,10,0.0407391304347826,6
"Florida",2011,10,0.0403870967741936,7
"South Dakota",2011,10,0.0387741935483871,8
"North Carolina",2011,10,0.0386774193548387,9
"California",2011,10,0.0386270136307311,10
"Colorado",2011,10,0.0384444444444445,11
"New Mexico",2011,10,0.0380416666666667,12
"Georgia",2011,10,0.0378387096774194,13
"Minnesota",2011,10,0.0346315789473684,14
"Hawaii",2011,10,0.0341333333333333,15
"Iowa",2011,10,0.0338333333333333,16
"Virginia",2011,10,0.0332903225806452,17
"Nevada",2011,10,0.0330967741935484,18
"Kansas",2011,10,0.033,19
"Rhode Island",2011,10,0.032741935483871,20
"Illinois",2011,10,0.0325301204819277,21
"Utah",2011,10,0.0322758620689655,22
"North Dakota",2011,10,0.0317096774193549,23
"Connecticut",2011,10,0.029280701754386,24
"Maryland",2011,10,0.02775,25
"Country Of Mexico",2011,10,0.0267727272727273,26
"Ohio",2011,10,0.0264691358024691,27
"Pennsylvania",2011,10,0.0263655913978494,28
"New Jersey",2011,10,0.0263548387096774,29
"Delaware",2011,10,0.0256451612903226,30
"New York",2011,10,0.0256271186440678,31
"Maine",2011,10,0.0251964285714286,32
"District Of Columbia",2011,10,0.0249310344827586,33
"Oregon",2011,10,0.0245,34
"Massachusetts",2011,10,0.0234838709677419,35
"Wyoming",2011,11,0.0382,1
"Hawaii",2011,11,0.0376666666666667,2
"Florida",2011,11,0.0352666666666667,3
"North Carolina",2011,11,0.0337666666666667,4
"Arizona",2011,11,0.0333222222222222,5
"Oklahoma",2011,11,0.0331578947368421,6
"New Mexico",2011,11,0.0327666666666667,7
"Louisiana",2011,11,0.0323333333333333,8
