"usstate","local_year","local_month","so2maxvalue","rank"
"District Of Columbia",2000,1,23.5483870967742,1
"New York",2000,1,20.2950819672131,2
"New Jersey",2000,1,19.4333333333333,3
"Louisiana",2000,1,18.258064516129,4
"Virginia",2000,1,17.4086021505376,5
"Colorado",2000,1,16.3870967741935,6
"Pennsylvania",2000,1,16.2258064516129,7
"Illinois",2000,1,15.4230769230769,8
"Texas",2000,1,13.0857142857143,9
"Arizona",2000,1,9.31521739130435,10
"Kansas",2000,1,8.04838709677419,11
"California",2000,1,4.28947368421053,12
"Florida",2000,1,4.2258064516129,13
"New York",2000,2,23.078431372549,1
"District Of Columbia",2000,2,22.0714285714286,2
"New Jersey",2000,2,20.8275862068966,3
"Virginia",2000,2,19.7375,4
"Pennsylvania",2000,2,19.0344827586207,5
"Kentucky",2000,2,18.5,6
"Illinois",2000,2,16.6551724137931,7
"Louisiana",2000,2,16.1034482758621,8
"Texas",2000,2,15.2098765432099,9
"Colorado",2000,2,15.0357142857143,10
"Arizona",2000,2,7.375,11
"Kansas",2000,2,5.13793103448276,12
"California",2000,2,3.08721109399075,13
"Florida",2000,2,3.03846153846154,14
"Michigan",2000,3,24,1
"Illinois",2000,3,18.1212121212121,2
"Kentucky",2000,3,17.4753086419753,3
"Virginia",2000,3,16.5957446808511,4
"Missouri",2000,3,15,5
"New Jersey",2000,3,13.9354838709677,6
"Louisiana",2000,3,13.6451612903226,7
"Pennsylvania",2000,3,13.3720930232558,8
"Texas",2000,3,12.8488372093023,9
"Oklahoma",2000,3,12.6551724137931,10
"District Of Columbia",2000,3,12.2903225806452,11
"Colorado",2000,3,12.0322580645161,12
"Indiana",2000,3,12,13
"New York",2000,3,11.7118644067797,14
"North Carolina",2000,3,8,15
"Kansas",2000,3,5.73333333333333,16
"Arizona",2000,3,5.08539325842697,17
"California",2000,3,4.14051490514905,18
"Florida",2000,3,2.38709677419355,19
"Illinois",2000,4,23.5909090909091,1
"Michigan",2000,4,23.4827586206897,2
"Indiana",2000,4,15.8666666666667,3
"Kentucky",2000,4,15.7485380116959,4
"Missouri",2000,4,14.6666666666667,5
"Virginia",2000,4,14.5583333333333,6
"Colorado",2000,4,12.7,7
"Pennsylvania",2000,4,12.6965517241379,8
"Louisiana",2000,4,12.0333333333333,9
"North Carolina",2000,4,11.1666666666667,10
"District Of Columbia",2000,4,10.8666666666667,11
"Texas",2000,4,9.75862068965517,12
"Oklahoma",2000,4,9.02325581395349,13
"New York",2000,4,8.67796610169492,14
"New Jersey",2000,4,8,15
"Arizona",2000,4,5.8,16
"California",2000,4,3.84217877094972,17
"Kansas",2000,4,2.61666666666667,18
"Florida",2000,4,2,19
"Michigan",2000,5,22.2258064516129,1
"Indiana",2000,5,18.8064516129032,2
"North Carolina",2000,5,17.6551724137931,3
"Illinois",2000,5,16.1208791208791,4
"Colorado",2000,5,15.4193548387097,5
"Missouri",2000,5,15.2258064516129,6
"District Of Columbia",2000,5,14.8709677419355,7
"Pennsylvania",2000,5,14.4035874439462,8
"Virginia",2000,5,13.1140350877193,9
"Kentucky",2000,5,12.8372093023256,10
"New Jersey",2000,5,10.0645161290323,11
"New York",2000,5,9.89887640449438,12
"Louisiana",2000,5,8.09677419354839,13
"Texas",2000,5,6.35064935064935,14
"Arizona",2000,5,5.70689655172414,15
"California",2000,5,4.62606232294618,16
"Florida",2000,5,3.19354838709677,17
"Kansas",2000,5,2.41818181818182,18
"Oklahoma",2000,5,2.33333333333333,19
"Michigan",2000,6,25,1
"Indiana",2000,6,24.0333333333333,2
"Illinois",2000,6,19.264367816092,3
"New Jersey",2000,6,18.3448275862069,4
"District Of Columbia",2000,6,18.2,5
"North Carolina",2000,6,16.0666666666667,6
"Colorado",2000,6,16.0333333333333,7
"Pennsylvania",2000,6,15.8947368421053,8
"Kentucky",2000,6,15.8292682926829,9
"Virginia",2000,6,13.0508474576271,10
"Missouri",2000,6,12.7833333333333,11
"New York",2000,6,10.3977272727273,12
"Louisiana",2000,6,9.16666666666667,13
"Texas",2000,6,7.38805970149254,14
"California",2000,6,3.55244755244755,15
"Arizona",2000,6,3.41666666666667,16
"Florida",2000,6,2.43333333333333,17
"Kansas",2000,6,1.61904761904762,18
"Oklahoma",2000,6,0.344827586206897,19
"Indiana",2000,7,20.9677419354839,1
"Virginia",2000,7,18.9075630252101,2
"Kentucky",2000,7,18.1949685534591,3
"Michigan",2000,7,18.0322580645161,4
"District Of Columbia",2000,7,16.6451612903226,5
"Texas",2000,7,16.0181818181818,6
"Colorado",2000,7,14.7096774193548,7
"Louisiana",2000,7,14.2903225806452,8
"Pennsylvania",2000,7,14.2517482517483,9
"Illinois",2000,7,13.7586206896552,10
"Missouri",2000,7,13.1397849462366,11
"New Jersey",2000,7,10.2692307692308,12
"North Carolina",2000,7,9.38983050847458,13
"New York",2000,7,9.3,14
"Oklahoma",2000,7,4.23255813953488,15
"California",2000,7,3.80884265279584,16
"Florida",2000,7,3.66666666666667,17
"Arizona",2000,7,3.01666666666667,18
"Kansas",2000,7,2.13978494623656,19
"Michigan",2000,8,18.5714285714286,1
"Kentucky",2000,8,18.241935483871,2
"Missouri",2000,8,17.5161290322581,3
"Colorado",2000,8,17.0645161290323,4
"Pennsylvania",2000,8,16.1623376623377,5
"Indiana",2000,8,15.1875,6
"Virginia",2000,8,15.1626016260163,7
"Illinois",2000,8,14.4516129032258,8
"Louisiana",2000,8,14,9
"District Of Columbia",2000,8,12.2258064516129,10
"New Jersey",2000,8,11.9677419354839,11
"North Carolina",2000,8,11.7619047619048,12
"New York",2000,8,11.1123595505618,13
"Texas",2000,8,10.0413223140496,14
"Florida",2000,8,9.87096774193548,15
"California",2000,8,5,16
"Kansas",2000,8,2.53333333333333,17
"Arizona",2000,8,2.40677966101695,18
"Oklahoma",2000,8,2.09677419354839,19
"Michigan",2000,9,30.4666666666667,1
"Virginia",2000,9,19.0263157894737,2
"Illinois",2000,9,17.4556962025316,3
"Colorado",2000,9,16.8,4
"Missouri",2000,9,16.3611111111111,5
"Pennsylvania",2000,9,16.291169451074,6
"District Of Columbia",2000,9,15.8965517241379,7
"Kentucky",2000,9,15.3033707865169,8
"Louisiana",2000,9,13.3333333333333,9
"New Jersey",2000,9,13.3103448275862,10
"New York",2000,9,11.6,11
"North Carolina",2000,9,10.0645161290323,12
"Indiana",2000,9,9.60714285714286,13
"Texas",2000,9,7.92523364485981,14
"Florida",2000,9,7.83333333333333,15
"Oklahoma",2000,9,6.88888888888889,16
"California",2000,9,4.60388639760837,17
"Kansas",2000,9,3.71929824561404,18
"Arizona",2000,9,3.4047619047619,19
"Illinois",2000,10,20.8681318681319,1
"Virginia",2000,10,20.5128205128205,2
"District Of Columbia",2000,10,20.0967741935484,3
"Pennsylvania",2000,10,17.5364238410596,4
"Kentucky",2000,10,17.4219653179191,5
"New York",2000,10,16.3225806451613,6
"New Jersey",2000,10,16.0967741935484,7
"North Carolina",2000,10,14.5862068965517,8
"Colorado",2000,10,14.3225806451613,9
"Louisiana",2000,10,13.741935483871,10
"Missouri",2000,10,13.1774193548387,11
"Texas",2000,10,10.1647058823529,12
"Florida",2000,10,8.32258064516129,13
"California",2000,10,4.03741935483871,14
"Arizona",2000,10,3.44943820224719,15
"Kansas",2000,10,2.69354838709677,16
"New York",2000,11,20.4666666666667,1
"Virginia",2000,11,19.3555555555556,2
"District Of Columbia",2000,11,18.7,3
"New Jersey",2000,11,16.6333333333333,4
"Colorado",2000,11,16.0666666666667,5
"Louisiana",2000,11,14.1333333333333,6
"Pennsylvania",2000,11,13.3,7
"Missouri",2000,11,9.66666666666667,8
"Texas",2000,11,8.77777777777778,9
"Kansas",2000,11,7.975,10
"Florida",2000,11,5.93333333333333,11
"Arizona",2000,11,5.12121212121212,12
"California",2000,11,4.936,13
"Oklahoma",2000,11,2,14
"New York",2000,12,26.3763440860215,1
"District Of Columbia",2000,12,24.4838709677419,2
"Virginia",2000,12,22.6774193548387,3
"Louisiana",2000,12,22.5161290322581,4
"New Jersey",2000,12,18.8387096774194,5
"Pennsylvania",2000,12,17.6538461538462,6
"Colorado",2000,12,15.6774193548387,7
"Texas",2000,12,10.9431818181818,8
"Florida",2000,12,10.1935483870968,9
"Arizona",2000,12,7.10752688172043,10
"Kansas",2000,12,6.51612903225806,11
"California",2000,12,5.31209362808843,12
"New York",2001,1,34.3913043478261,1
"Illinois",2001,1,33.0357142857143,2
"New Jersey",2001,1,28.1428571428571,3
"Louisiana",2001,1,22.7741935483871,4
"District Of Columbia",2001,1,22.6451612903226,5
"Pennsylvania",2001,1,21.8709677419355,6
"Colorado",2001,1,11.1612903225806,7
"Texas",2001,1,9.59782608695652,8
"Florida",2001,1,9.16666666666667,9
"California",2001,1,4.66994382022472,10
"Kansas",2001,1,4.38709677419355,11
"Arizona",2001,1,4.11827956989247,12
"Oklahoma",2001,1,2.77777777777778,13
"Kentucky",2001,2,23.8333333333333,1
"Louisiana",2001,2,21.4814814814815,2
"Illinois",2001,2,21.3571428571429,3
"New York",2001,2,20.7931034482759,4
"New Jersey",2001,2,16.3478260869565,5
"District Of Columbia",2001,2,14.8571428571429,6
"Pennsylvania",2001,2,13.2857142857143,7
"Colorado",2001,2,12.1481481481481,8
"Texas",2001,2,7.03603603603604,9
"Florida",2001,2,6.57142857142857,10
"Arizona",2001,2,4.4025974025974,11
"Kansas",2001,2,4.16071428571429,12
"California",2001,2,3.59872611464968,13
"Oklahoma",2001,2,2.2,14
"Indiana",2001,3,29,1
"Louisiana",2001,3,23.5483870967742,2
"Illinois",2001,3,21.4848484848485,3
"North Carolina",2001,3,20,4
"Colorado",2001,3,17.0357142857143,5
"New York",2001,3,16.6043956043956,6
"Kentucky",2001,3,15.7513812154696,7
"District Of Columbia",2001,3,14.3,8
"Pennsylvania",2001,3,12.3409090909091,9
"New Jersey",2001,3,11.9565217391304,10
"Texas",2001,3,9.08333333333333,11
"Missouri",2001,3,8,12
"Michigan",2001,3,7,13
"Kansas",2001,3,5.40322580645161,14
"Florida",2001,3,4.7741935483871,15
"Arizona",2001,3,4.5632183908046,16
"California",2001,3,4.40804878048781,17
"Oklahoma",2001,3,2.71875,18
"Michigan",2001,4,46.6,1
"Missouri",2001,4,16.40625,2
"Pennsylvania",2001,4,16.3421686746988,3
"Kentucky",2001,4,15.8171428571429,4
"Illinois",2001,4,15.7888888888889,5
"District Of Columbia",2001,4,15.5333333333333,6
"New York",2001,4,15.1149425287356,7
"New Jersey",2001,4,14.7333333333333,8
"Colorado",2001,4,14.1481481481481,9
"Massachusetts",2001,4,12.8666666666667,10
"Indiana",2001,4,12.4666666666667,11
"Louisiana",2001,4,11.9,12
"North Carolina",2001,4,7.41379310344828,13
"Texas",2001,4,6.30701754385965,14
"Florida",2001,4,6,15
"Kansas",2001,4,3.84,16
"California",2001,4,3.67324503311258,17
"Arizona",2001,4,3.11111111111111,18
"Oklahoma",2001,4,2.75609756097561,19
"Illinois",2001,5,19.2688172043011,1
"Michigan",2001,5,17.5161290322581,2
"Indiana",2001,5,16,3
"Pennsylvania",2001,5,15.3922018348624,4
"Colorado",2001,5,15.2258064516129,5
"District Of Columbia",2001,5,13.7096774193548,6
"Missouri",2001,5,13.3225806451613,7
"New Jersey",2001,5,13.2903225806452,8
"Kentucky",2001,5,12.4787878787879,9
"North Carolina",2001,5,11.625,10
"New York",2001,5,10.8555555555556,11
"Louisiana",2001,5,10.6551724137931,12
"Massachusetts",2001,5,9.35483870967742,13
"Florida",2001,5,7.2,14
"California",2001,5,4.72438070404172,15
"Arizona",2001,5,4.53225806451613,16
"Texas",2001,5,4.12068965517241,17
"Oklahoma",2001,5,3.54022988505747,18
"Kansas",2001,5,2.5,19
"Michigan",2001,6,27.3333333333333,1
"Illinois",2001,6,19.7111111111111,2
"North Carolina",2001,6,19.3636363636364,3
"Colorado",2001,6,19.1,4
"Missouri",2001,6,18.5,5
"Pennsylvania",2001,6,15.1388888888889,6
"District Of Columbia",2001,6,14.7,7
"Kentucky",2001,6,13.9640718562874,8
"Massachusetts",2001,6,11.9,9
"Indiana",2001,6,11.1379310344828,10
"New Jersey",2001,6,11.1111111111111,11
"New York",2001,6,9.98888888888889,12
"Louisiana",2001,6,9.83333333333333,13
"Texas",2001,6,5.31192660550459,14
"California",2001,6,4.94454428754814,15
"Kansas",2001,6,4.6,16
"Florida",2001,6,3.89655172413793,17
"Oklahoma",2001,6,3.41304347826087,18
"Arizona",2001,6,3.18333333333333,19
"Colorado",2001,7,25.8387096774194,1
"Michigan",2001,7,24.1290322580645,2
"District Of Columbia",2001,7,21,3
"Indiana",2001,7,18.4838709677419,4
"Missouri",2001,7,17.5322580645161,5
"Illinois",2001,7,16.8791208791209,6
"Kentucky",2001,7,16.6931818181818,7
"Pennsylvania",2001,7,15.995652173913,8
"New Jersey",2001,7,13.5483870967742,9
"North Carolina",2001,7,11.2372881355932,10
"Massachusetts",2001,7,10.1612903225806,11
"Louisiana",2001,7,9.06451612903226,12
"New York",2001,7,8.23157894736842,13
"Texas",2001,7,8.1304347826087,14
"Kansas",2001,7,4.6,15
"California",2001,7,4.32521631644005,16
"Florida",2001,7,3.96774193548387,17
"Oklahoma",2001,7,3.25373134328358,18
"Arizona",2001,7,1.7258064516129,19
"District Of Columbia",2001,8,26.5862068965517,1
"Michigan",2001,8,25.3157894736842,2
"Missouri",2001,8,21.6774193548387,3
"Kentucky",2001,8,20.3409090909091,4
"Illinois",2001,8,19.4333333333333,5
"Pennsylvania",2001,8,18.8333333333333,6
"New Jersey",2001,8,17,7
"North Carolina",2001,8,15.9516129032258,8
"Colorado",2001,8,15.6129032258065,9
"Indiana",2001,8,13.2962962962963,10
"Massachusetts",2001,8,10.9642857142857,11
"New York",2001,8,10.5280898876404,12
"Louisiana",2001,8,8.48387096774194,13
"Texas",2001,8,7.10891089108911,14
"Oklahoma",2001,8,5.13095238095238,15
"California",2001,8,4.75611601513241,16
"Kansas",2001,8,4.33870967741935,17
"Florida",2001,8,3.32258064516129,18
"Arizona",2001,8,2.16071428571429,19
"Colorado",2001,9,20.6296296296296,1
"Michigan",2001,9,20.1333333333333,2
"District Of Columbia",2001,9,16.4,3
"Pennsylvania",2001,9,14.9080717488789,4
"Kentucky",2001,9,14.2207792207792,5
"Missouri",2001,9,13.1166666666667,6
"Illinois",2001,9,12.3,7
"Massachusetts",2001,9,10.75,8
"North Carolina",2001,9,10.44,9
"New Jersey",2001,9,9.38333333333333,10
"Louisiana",2001,9,8.16666666666667,11
"Indiana",2001,9,7.72413793103448,12
"New York",2001,9,7.52564102564103,13
"Oklahoma",2001,9,5.87777777777778,14
"California",2001,9,5.2520202020202,15
"Texas",2001,9,4.29787234042553,16
"Kansas",2001,9,4.16666666666667,17
"Arizona",2001,9,4.02325581395349,18
"Florida",2001,9,2.4,19
"Illinois",2001,10,21.2258064516129,1
"New Jersey",2001,10,18.9464285714286,2
"Colorado",2001,10,18.1875,3
"New York",2001,10,16.2357723577236,4
"Missouri",2001,10,15.7049180327869,5
"Pennsylvania",2001,10,15.4891774891775,6
"Kentucky",2001,10,14.6129032258065,7
"District Of Columbia",2001,10,11.2903225806452,8
"North Carolina",2001,10,8.32258064516129,9
"Louisiana",2001,10,8.25806451612903,10
"Massachusetts",2001,10,7.59259259259259,11
"California",2001,10,5.22541567695962,12
"Texas",2001,10,5.15454545454545,13
"Arizona",2001,10,4.91111111111111,14
"Oklahoma",2001,10,4.66666666666667,15
"Nevada",2001,10,3.06451612903226,16
"Kansas",2001,10,2.93548387096774,17
"Florida",2001,10,2.42307692307692,18
"Illinois",2001,11,65.9,1
"Colorado",2001,11,22.1578947368421,2
"New York",2001,11,18.0083333333333,3
"Missouri",2001,11,15.6666666666667,4
"Massachusetts",2001,11,14.25,5
"New Jersey",2001,11,13.6909090909091,6
"District Of Columbia",2001,11,11.8666666666667,7
"Louisiana",2001,11,11.2142857142857,8
"Pennsylvania",2001,11,10.7142857142857,9
"Arizona",2001,11,4.79545454545455,10
"Texas",2001,11,4.73451327433628,11
"California",2001,11,4.35642317380353,12
"Oklahoma",2001,11,4.18918918918919,13
"Nevada",2001,11,2.26666666666667,14
"Kansas",2001,11,2.22619047619048,15
"Florida",2001,11,1.36666666666667,16
"Illinois",2001,12,43.0645161290323,1
"New York",2001,12,20.4954954954955,2
"Colorado",2001,12,15.7391304347826,3
"New Jersey",2001,12,15.1730769230769,4
"Massachusetts",2001,12,14.1935483870968,5
"Louisiana",2001,12,13.2903225806452,6
"Pennsylvania",2001,12,12.0645161290323,7
"District Of Columbia",2001,12,11.8,8
"Texas",2001,12,7.06140350877193,9
"Arizona",2001,12,6.1505376344086,10
"California",2001,12,3.77095588235294,11
"Kansas",2001,12,2.94623655913978,12
"Nevada",2001,12,2.35483870967742,13
"Oklahoma",2001,12,2.3125,14
"Florida",2001,12,1.80645161290323,15
"Illinois",2002,1,50.4333333333333,1
"New York",2002,1,24.7142857142857,2
"Pennsylvania",2002,1,18.2258064516129,3
"New Jersey",2002,1,18.1379310344828,4
"District Of Columbia",2002,1,16.5483870967742,5
"Louisiana",2002,1,15.1935483870968,6
"Colorado",2002,1,13.0434782608696,7
"Massachusetts",2002,1,11.9166666666667,8
"Arizona",2002,1,6.86516853932584,9
"Kansas",2002,1,4.32608695652174,10
"California",2002,1,4.14231213872832,11
"Florida",2002,1,3.87096774193548,12
"Texas",2002,1,3.64516129032258,13
"Nevada",2002,1,1.19354838709677,14
"Illinois",2002,2,43.6785714285714,1
"Kentucky",2002,2,21.3333333333333,2
"New York",2002,2,20.4666666666667,3
"Colorado",2002,2,17.5,4
"Louisiana",2002,2,15.0714285714286,5
"Pennsylvania",2002,2,14.5357142857143,6
"New Jersey",2002,2,13.5357142857143,7
"Massachusetts",2002,2,13.4642857142857,8
"District Of Columbia",2002,2,11.6785714285714,9
"Oklahoma",2002,2,7.25,10
"Arizona",2002,2,6.39759036144578,11
"California",2002,2,4.20376344086022,12
"Kansas",2002,2,4.03846153846154,13
"Florida",2002,2,4,14
"Texas",2002,2,3.69135802469136,15
"Nevada",2002,2,0.821428571428571,16
"Illinois",2002,3,20.7272727272727,1
"District Of Columbia",2002,3,17.9032258064516,2
"New York",2002,3,17.3516483516484,3
"Michigan",2002,3,15.5,4
"New Jersey",2002,3,15.0961538461538,5
"Pennsylvania",2002,3,14,6
"Colorado",2002,3,13.8461538461538,7
"Kentucky",2002,3,12.6593406593407,8
"Massachusetts",2002,3,12.3548387096774,9
"Oklahoma",2002,3,10.2615384615385,10
"Missouri",2002,3,9,11
"Louisiana",2002,3,8.82352941176471,12
"New Hampshire",2002,3,8,13
"Arizona",2002,3,4.41379310344828,14
"Kansas",2002,3,4.3956043956044,15
"California",2002,3,3.73573085846868,16
"Florida",2002,3,2.93548387096774,17
"Texas",2002,3,2.23076923076923,18
"Nevada",2002,3,0.709677419354839,19
"North Carolina",2002,3,0,20
"District Of Columbia",2002,4,17.3,1
"Missouri",2002,4,14.4655172413793,2
"Illinois",2002,4,14.3333333333333,3
"Pennsylvania",2002,4,13.9618834080717,4
"Colorado",2002,4,13.4,5
"Kentucky",2002,4,11.8,6
"Michigan",2002,4,11.6666666666667,7
"New Jersey",2002,4,11.4561403508772,8
"New York",2002,4,11.3571428571429,9
"North Carolina",2002,4,10.3,10
"New Hampshire",2002,4,8.33333333333333,11
"Indiana",2002,4,7.6551724137931,12
"Louisiana",2002,4,7.56666666666667,13
"Oklahoma",2002,4,7.23529411764706,14
"Massachusetts",2002,4,6.66666666666667,15
"Arizona",2002,4,3.98360655737705,16
"California",2002,4,3.36177514792899,17
"Kansas",2002,4,2.8625,18
"Florida",2002,4,2.46666666666667,19
"Texas",2002,4,1.89655172413793,20
"Tennessee",2002,4,1.07692307692308,21
"Nevada",2002,4,0,22
"District Of Columbia",2002,5,19.8064516129032,1
"Indiana",2002,5,16.2903225806452,2
"Colorado",2002,5,14.1612903225806,3
"Michigan",2002,5,13.3225806451613,4
"Pennsylvania",2002,5,13.3173913043478,5
"Illinois",2002,5,11.8255813953488,6
"New Jersey",2002,5,11.4590163934426,7
"Missouri",2002,5,11.0161290322581,8
"North Carolina",2002,5,10.7843137254902,9
"New York",2002,5,9.69565217391304,10
"Kentucky",2002,5,9.3010752688172,11
"Oklahoma",2002,5,6.55102040816327,12
"Massachusetts",2002,5,5.7741935483871,13
"Louisiana",2002,5,5.24,14
"New Hampshire",2002,5,5.09677419354839,15
"Arizona",2002,5,5.04918032786885,16
"Kansas",2002,5,5.03174603174603,17
"Florida",2002,5,3.38709677419355,18
"California",2002,5,3.12429057888763,19
"Texas",2002,5,1.6875,20
"Tennessee",2002,5,1.41935483870968,21
"Nevada",2002,5,0.464285714285714,22
"District Of Columbia",2002,6,24.1666666666667,1
"Colorado",2002,6,18.7,2
"Missouri",2002,6,17.3,3
"Pennsylvania",2002,6,15.8823529411765,4
"Indiana",2002,6,15.5555555555556,5
"New Jersey",2002,6,14.9245283018868,6
"Michigan",2002,6,14.6779661016949,7
"Illinois",2002,6,13.8809523809524,8
"Massachusetts",2002,6,11.1630434782609,9
"Kentucky",2002,6,11.041095890411,10
"New York",2002,6,10.0222222222222,11
"North Carolina",2002,6,10,12
"New Hampshire",2002,6,4.83333333333333,13
"Arizona",2002,6,4.25,14
"Louisiana",2002,6,4.06666666666667,15
"California",2002,6,3.66334134615385,16
"Kansas",2002,6,3,17
"Oklahoma",2002,6,2.51162790697674,18
"Texas",2002,6,2.25,19
"Nevada",2002,6,2.04761904761905,20
"Florida",2002,6,1.96666666666667,21
"Tennessee",2002,6,1.93333333333333,22
"North Carolina",2002,7,17.9677419354839,1
"District Of Columbia",2002,7,17.7096774193548,2
"Pennsylvania",2002,7,16.0463157894737,3
"Indiana",2002,7,14.3666666666667,4
"Missouri",2002,7,14.3387096774194,5
"Colorado",2002,7,13.8709677419355,6
"New Jersey",2002,7,12.7866666666667,7
"Illinois",2002,7,10.9425287356322,8
"Kentucky",2002,7,10.8032786885246,9
"Michigan",2002,7,10.55,10
"New York",2002,7,9.65934065934066,11
"Louisiana",2002,7,6.83870967741935,12
"Massachusetts",2002,7,5.28571428571429,13
"California",2002,7,4.50605296343001,14
"Kansas",2002,7,4.06896551724138,15
"New Hampshire",2002,7,3.48387096774194,16
"Tennessee",2002,7,3.11320754716981,17
"Arizona",2002,7,2.41666666666667,18
"Nevada",2002,7,2.38709677419355,19
"Oklahoma",2002,7,1.81481481481481,20
"Florida",2002,7,1.7,21
"Texas",2002,7,1.1505376344086,22
"Indiana",2002,8,20.15,1
"Colorado",2002,8,18.2105263157895,2
"District Of Columbia",2002,8,17.0322580645161,3
"Pennsylvania",2002,8,16.2489177489177,4
"Missouri",2002,8,16.1333333333333,5
"North Carolina",2002,8,13.4623655913978,6
"New Jersey",2002,8,13.0645161290323,7
"Illinois",2002,8,11.8369565217391,8
"New York",2002,8,11.4615384615385,9
"Michigan",2002,8,10.7924528301887,10
"Massachusetts",2002,8,10.3846153846154,11
"Kentucky",2002,8,10.0980392156863,12
"Louisiana",2002,8,6.7741935483871,13
"New Hampshire",2002,8,6.16129032258065,14
"Kansas",2002,8,5.38709677419355,15
"Oklahoma",2002,8,5.07317073170732,16
"Tennessee",2002,8,4.11111111111111,17
"Arizona",2002,8,3.54838709677419,18
"California",2002,8,3.52277353689567,19
"Florida",2002,8,1.64516129032258,20
"Texas",2002,8,1.37634408602151,21
"Nevada",2002,8,1.19354838709677,22
"Michigan",2002,9,19.2982456140351,1
"Missouri",2002,9,16.7666666666667,2
"Colorado",2002,9,15.5,3
"North Carolina",2002,9,14.0153846153846,4
"Pennsylvania",2002,9,13.9365079365079,5
"District Of Columbia",2002,9,12.8666666666667,6
"Illinois",2002,9,12.0777777777778,7
"Massachusetts",2002,9,9.65217391304348,8
"New Jersey",2002,9,9.63793103448276,9
"Kentucky",2002,9,9.13333333333333,10
"New York",2002,9,8.3855421686747,11
"New Hampshire",2002,9,7.7,12
"Kansas",2002,9,5.75,13
"California",2002,9,4.71007751937985,14
"Louisiana",2002,9,4.43333333333333,15
"Arizona",2002,9,3.24418604651163,16
"Tennessee",2002,9,3.05084745762712,17
"Oklahoma",2002,9,2.175,18
"Florida",2002,9,1.51724137931034,19
"Texas",2002,9,1.08888888888889,20
"Nevada",2002,9,0.366666666666667,21
"North Carolina",2002,10,13.9032258064516,1
"Missouri",2002,10,13.3548387096774,2
"Pennsylvania",2002,10,13.2004454342984,3
"New Jersey",2002,10,12.8541666666667,4
"Massachusetts",2002,10,11.9032258064516,5
"District Of Columbia",2002,10,11.6451612903226,6
"New York",2002,10,10.1888888888889,7
"Kentucky",2002,10,9.30508474576271,8
"Illinois",2002,10,8.86075949367089,9
"Louisiana",2002,10,8.29032258064516,10
"Oklahoma",2002,10,6.06666666666667,11
"Arizona",2002,10,4.59139784946237,12
"California",2002,10,4.29701314217443,13
"Kansas",2002,10,4.03225806451613,14
"Florida",2002,10,3.74193548387097,15
"Tennessee",2002,10,3.48333333333333,16
"Texas",2002,10,0.941176470588235,17
"Nevada",2002,10,0,18
"Colorado",2002,10,0,18
"Illinois",2002,11,21.2307692307692,1
"Colorado",2002,11,19.4666666666667,2
"New York",2002,11,17.7313432835821,3
"Louisiana",2002,11,17.6,4
"District Of Columbia",2002,11,15.9666666666667,5
"New Jersey",2002,11,15.6274509803922,6
"Pennsylvania",2002,11,11.5333333333333,7
"Massachusetts",2002,11,11.4090909090909,8
"Arizona",2002,11,5.82222222222222,9
"Kansas",2002,11,5.35,10
"California",2002,11,4.48694516971279,11
"Florida",2002,11,3.2,12
"Texas",2002,11,2.52,13
"Oklahoma",2002,11,2.5,14
"Nevada",2002,11,0,15
"Illinois",2002,12,30.0967741935484,1
"New York",2002,12,25.989247311828,2
"Colorado",2002,12,20.4444444444444,3
"District Of Columbia",2002,12,18.9677419354839,4
"New Jersey",2002,12,18.6724137931034,5
"Louisiana",2002,12,17.5483870967742,6
"Massachusetts",2002,12,15.7096774193548,7
"Pennsylvania",2002,12,15.0666666666667,8
"Arizona",2002,12,5.32530120481928,9
"Florida",2002,12,3.90322580645161,10
"California",2002,12,3.18550531914894,11
"Kansas",2002,12,2.25,12
"Texas",2002,12,1.67391304347826,13
"Nevada",2002,12,0.689655172413793,14
"New York",2003,1,24.9354838709677,1
"Illinois",2003,1,22.3666666666667,2
"District Of Columbia",2003,1,22.258064516129,3
"Pennsylvania",2003,1,18.9032258064516,4
"New Jersey",2003,1,18.4677419354839,5
"Colorado",2003,1,15.75,6
"Louisiana",2003,1,14.8571428571429,7
"Massachusetts",2003,1,14.5806451612903,8
"Texas",2003,1,8.04166666666667,9
"Florida",2003,1,6.46428571428571,10
"Arizona",2003,1,5.93548387096774,11
"Kansas",2003,1,5.5,12
"California",2003,1,4.00576230492197,13
"Nevada",2003,1,1.06451612903226,14
"Kentucky",2003,2,29,1
"New York",2003,2,24.6913580246914,2
"New Jersey",2003,2,22.9821428571429,3
"District Of Columbia",2003,2,21.5,4
"Pennsylvania",2003,2,20.1428571428571,5
"Massachusetts",2003,2,17.8928571428571,6
"Illinois",2003,2,17.3928571428571,7
"Louisiana",2003,2,12.3571428571429,8
"Colorado",2003,2,10.7083333333333,9
"Kansas",2003,2,8.37735849056604,10
"Tennessee",2003,2,6.5,11
"Texas",2003,2,6.0625,12
"Arizona",2003,2,4.5875,13
"South Carolina",2003,2,4.33333333333333,14
"Oklahoma",2003,2,3.35294117647059,15
"California",2003,2,3.04437420986094,16
"Florida",2003,2,2.64285714285714,17
"Nevada",2003,2,0.178571428571429,18
"District Of Columbia",2003,3,21.9677419354839,1
"New York",2003,3,18.0322580645161,2
"New Jersey",2003,3,17.9166666666667,3
"Illinois",2003,3,16.53125,4
"Pennsylvania",2003,3,15,5
"North Carolina",2003,3,13,6
