"usstate","local_year","local_month","so2maxvalue","rank"
"Ohio",2010,1,9.77777777777778,5
"District Of Columbia",2010,1,6.96774193548387,6
"Pennsylvania",2010,1,6.95806451612903,7
"Massachusetts",2010,1,6.86451612903226,8
"Colorado",2010,1,6.85714285714286,9
"Maryland",2010,1,6.48387096774194,10
"Illinois",2010,1,6.1025641025641,11
"Maine",2010,1,6.03728813559322,12
"Country Of Mexico",2010,1,5.7,13
"Connecticut",2010,1,4.85161290322581,14
"South Carolina",2010,1,4.64516129032258,15
"Texas",2010,1,4.54892703862661,16
"North Carolina",2010,1,4.09545454545454,17
"Oregon",2010,1,3.26129032258065,18
"Oklahoma",2010,1,2.94,19
"Arizona",2010,1,2.75,20
"Tennessee",2010,1,2.69032258064516,21
"Arkansas",2010,1,2.61607142857143,22
"Florida",2010,1,2.4,23
"California",2010,1,2.10240963855422,24
"North Dakota",2010,1,1.75161290322581,25
"Idaho",2010,1,0.274074074074074,26
"Kansas",2010,2,18.1785714285714,1
"New York",2010,2,12.6125,2
"Louisiana",2010,2,9.91851851851852,3
"Ohio",2010,2,9.07142857142857,4
"New Hampshire",2010,2,8.52173913043478,5
"Pennsylvania",2010,2,8.13214285714286,6
"Maryland",2010,2,7.92857142857143,7
"North Carolina",2010,2,6.37142857142857,8
"District Of Columbia",2010,2,6.25,9
"Illinois",2010,2,6.16666666666667,10
"Colorado",2010,2,5.68,11
"Maine",2010,2,4.04642857142857,12
"Massachusetts",2010,2,3.57037037037037,13
"Oregon",2010,2,3.37142857142857,14
"Country Of Mexico",2010,2,3.28235294117647,15
"South Carolina",2010,2,3.22222222222222,16
"Connecticut",2010,2,3.172,17
"Texas",2010,2,3.14566210045662,18
"Oklahoma",2010,2,2.65,19
"Arkansas",2010,2,2.36607142857143,20
"Arizona",2010,2,2.20535714285714,21
"North Dakota",2010,2,2.08571428571429,22
"Tennessee",2010,2,2.08571428571429,23
"California",2010,2,1.64991896272285,24
"Florida",2010,2,1.17857142857143,25
"Idaho",2010,2,0.242857142857143,26
"New York",2010,3,12.5476190476191,1
"Kansas",2010,3,10.5483870967742,2
"Louisiana",2010,3,9.16451612903226,3
"Ohio",2010,3,8.96774193548387,4
"New Hampshire",2010,3,8.70967741935484,5
"Pennsylvania",2010,3,7.00810810810811,6
"Illinois",2010,3,5.96,7
"Massachusetts",2010,3,5.15483870967742,8
"Virginia",2010,3,5,9
"Maryland",2010,3,4.96774193548387,10
"District Of Columbia",2010,3,4.7741935483871,11
"Colorado",2010,3,4.35483870967742,12
"Connecticut",2010,3,4.18666666666667,13
"Country Of Mexico",2010,3,4.07826086956522,14
"Indiana",2010,3,3.6,15
"Texas",2010,3,3.10121951219512,16
"Maine",2010,3,2.61311475409836,17
"Oregon",2010,3,2.5,18
"Tennessee",2010,3,2.44516129032258,19
"Arkansas",2010,3,2.37741935483871,20
"Arizona",2010,3,2.29838709677419,21
"Oklahoma",2010,3,2.26521739130435,22
"North Carolina",2010,3,2.20645161290323,23
"South Carolina",2010,3,1.96774193548387,24
"California",2010,3,1.61608695652174,25
"Iowa",2010,3,1.55,26
"North Dakota",2010,3,0.761290322580645,27
"Florida",2010,3,0.548387096774194,28
"Idaho",2010,3,0.27741935483871,29
"Indiana",2010,4,9.28333333333333,1
"Kansas",2010,4,8.66666666666667,2
"Ohio",2010,4,7.66666666666667,3
"Pennsylvania",2010,4,7.25168067226891,4
"New York",2010,4,6.48815789473684,5
"Illinois",2010,4,6.31807228915663,6
"New Hampshire",2010,4,6.05333333333333,7
"Louisiana",2010,4,4.04,8
"Colorado",2010,4,3.88235294117647,9
"North Carolina",2010,4,3.73,10
"Country Of Mexico",2010,4,3.47666666666667,11
"District Of Columbia",2010,4,3.43333333333333,12
"Massachusetts",2010,4,3.36666666666667,13
"Maryland",2010,4,3.1304347826087,14
"Connecticut",2010,4,3.04157303370787,15
"Oklahoma",2010,4,2.85384615384615,16
"Texas",2010,4,2.65466666666667,17
"Iowa",2010,4,2.13833333333333,18
"Arizona",2010,4,2.12087912087912,19
"Oregon",2010,4,1.99,20
"Maine",2010,4,1.97755102040816,21
"Arkansas",2010,4,1.88833333333333,22
"Tennessee",2010,4,1.76,23
"South Carolina",2010,4,1.56666666666667,24
"Virginia",2010,4,1.53333333333333,25
"California",2010,4,1.42136222910217,26
"Idaho",2010,4,0.796666666666667,27
"North Dakota",2010,4,0.696666666666667,28
"Florida",2010,4,0.3,29
"Ohio",2010,5,8.63333333333333,1
"Pennsylvania",2010,5,6.49230769230769,2
"Kansas",2010,5,5.54838709677419,3
"Indiana",2010,5,5.1741935483871,4
"New Hampshire",2010,5,5.16451612903226,5
"Maryland",2010,5,4.70967741935484,6
"Illinois",2010,5,4.50120481927711,7
"District Of Columbia",2010,5,4.16666666666667,8
"Connecticut",2010,5,3.37865168539326,9
"New York",2010,5,3.31954022988506,10
"Virginia",2010,5,3.19354838709677,11
"Massachusetts",2010,5,3.11290322580645,12
"Texas",2010,5,2.78137651821862,13
"Maine",2010,5,2.43548387096774,14
"Country Of Mexico",2010,5,2.29189189189189,15
"Louisiana",2010,5,2.2,16
"Arizona",2010,5,2.0752688172043,17
"Oregon",2010,5,1.89032258064516,18
"Arkansas",2010,5,1.69193548387097,19
"California",2010,5,1.5815868263473,20
"Oklahoma",2010,5,1.44193548387097,21
"North Carolina",2010,5,1.24193548387097,22
"Colorado",2010,5,1.1875,23
"South Carolina",2010,5,1.09677419354839,24
"Tennessee",2010,5,1.06774193548387,25
"Iowa",2010,5,1.02258064516129,26
"Idaho",2010,5,0.774193548387097,27
"North Dakota",2010,5,0.641935483870968,28
"Florida",2010,5,0.387096774193548,29
"Indiana",2010,6,9.24,1
"Kansas",2010,6,8.73333333333333,2
"District Of Columbia",2010,6,6.9,3
"Pennsylvania",2010,6,6.83559322033898,4
"Illinois",2010,6,6.29382716049383,5
"Maryland",2010,6,5.42857142857143,6
"New Hampshire",2010,6,5.06333333333333,7
"North Carolina",2010,6,4.69333333333333,8
"New York",2010,6,3.96917808219178,9
"Virginia",2010,6,3.71052631578947,10
"Massachusetts",2010,6,3.05333333333333,11
"Colorado",2010,6,3,12
"South Carolina",2010,6,2.7,13
"Ohio",2010,6,2.7,13
"Connecticut",2010,6,2.68,15
"Arkansas",2010,6,2.62666666666667,16
"Country Of Mexico",2010,6,2.46176470588235,17
"Texas",2010,6,2.30769230769231,18
"Arizona",2010,6,2.26086956521739,19
"Oklahoma",2010,6,2.10344827586207,20
"Oregon",2010,6,1.78666666666667,21
"California",2010,6,1.46906158357771,22
"Tennessee",2010,6,1.36071428571429,23
"Maine",2010,6,1.32413793103448,24
"Iowa",2010,6,0.951666666666667,25
"Idaho",2010,6,0.896666666666667,26
"Florida",2010,6,0.7,27
"North Dakota",2010,6,0.31,28
"Louisiana",2010,6,0.0615384615384615,29
"Indiana",2010,7,8.51428571428571,1
"Illinois",2010,7,8.30666666666667,2
"Kansas",2010,7,8.29032258064516,3
"District Of Columbia",2010,7,8.06451612903226,4
"Pennsylvania",2010,7,8.05971223021583,5
"New Hampshire",2010,7,6.63225806451613,6
"Virginia",2010,7,6.53448275862069,7
"Maryland",2010,7,6.10967741935484,8
"Country Of Mexico",2010,7,3.80925925925926,9
"New York",2010,7,3.63933333333333,10
"Ohio",2010,7,3.38709677419355,11
"Massachusetts",2010,7,3.38064516129032,12
"North Carolina",2010,7,3.30967741935484,13
"Oklahoma",2010,7,3.024,14
"Arkansas",2010,7,2.51290322580645,15
"Arizona",2010,7,2.34285714285714,16
"Texas",2010,7,2.3,17
"Connecticut",2010,7,2.26470588235294,18
"Oregon",2010,7,2.10967741935484,19
"California",2010,7,1.67991329479769,20
"South Carolina",2010,7,1.35714285714286,21
"Maine",2010,7,1.24098360655738,22
"Idaho",2010,7,1.06451612903226,23
"Iowa",2010,7,0.614583333333333,24
"Florida",2010,7,0.483870967741935,25
"North Dakota",2010,7,0.3,26
"Louisiana",2010,7,0.132258064516129,27
"Kansas",2010,8,10.3870967741935,1
"Colorado",2010,8,8,2
"Illinois",2010,8,7.63793103448276,3
"Pennsylvania",2010,8,7.08781362007169,4
"Indiana",2010,8,6.94285714285714,5
"Maryland",2010,8,6.204,6
"Virginia",2010,8,6.00161290322581,7
"District Of Columbia",2010,8,5.45161290322581,8
"New Hampshire",2010,8,4.51935483870968,9
"Country Of Mexico",2010,8,4.31451612903226,10
"Texas",2010,8,3.63934426229508,11
"New York",2010,8,3.51895424836601,12
"Massachusetts",2010,8,3.51612903225806,13
"Oklahoma",2010,8,3.15762711864407,14
"Arkansas",2010,8,2.81451612903226,15
"Connecticut",2010,8,2.78313253012048,16
"Arizona",2010,8,2.31182795698925,17
"Oregon",2010,8,2.25161290322581,18
"Maine",2010,8,2.19180327868852,19
"California",2010,8,1.7063202247191,20
"North Carolina",2010,8,1.66774193548387,21
"Idaho",2010,8,1.25161290322581,22
"Florida",2010,8,0.645161290322581,23
"Iowa",2010,8,0.594827586206896,24
"South Carolina",2010,8,0.318181818181818,25
"North Dakota",2010,8,0.141935483870968,26
"Louisiana",2010,8,0.0838709677419355,27
"Kansas",2010,9,9.26666666666667,1
"Illinois",2010,9,8.18955223880597,2
"Indiana",2010,9,6.35555555555556,3
"Pennsylvania",2010,9,6.06693548387097,4
"Country Of Mexico",2010,9,5.93333333333333,5
"Virginia",2010,9,5.215,6
"Colorado",2010,9,5.14285714285714,7
"District Of Columbia",2010,9,4.7,8
"New Hampshire",2010,9,4.12333333333333,9
"Maryland",2010,9,3.87241379310345,10
"New York",2010,9,3.67,11
"Louisiana",2010,9,3.52962962962963,12
"Maine",2010,9,2.83333333333333,13
"Texas",2010,9,2.72316384180791,14
"Massachusetts",2010,9,2.61,15
"North Carolina",2010,9,2.46333333333333,16
"Connecticut",2010,9,2.45593220338983,17
"Oregon",2010,9,2.38,18
"Arkansas",2010,9,2.36607142857143,19
"Tennessee",2010,9,2.35,20
"Arizona",2010,9,2.27659574468085,21
"California",2010,9,2.17540322580645,22
"South Carolina",2010,9,1.7,23
"Idaho",2010,9,1.45,24
"Oklahoma",2010,9,1.43666666666667,25
"Iowa",2010,9,0.986666666666667,26
"North Dakota",2010,9,0.25,27
"Florida",2010,9,0.0333333333333333,28
"Louisiana",2010,10,15.9483870967742,1
"Kansas",2010,10,11.6774193548387,2
"Illinois",2010,10,7.02747252747253,3
"Pennsylvania",2010,10,6.20470588235294,4
"Georgia",2010,10,5.25806451612903,5
"Texas",2010,10,4.74891304347826,6
"New York",2010,10,4.48,7
"Colorado",2010,10,4.33333333333333,8
"District Of Columbia",2010,10,4.25806451612903,9
"Virginia",2010,10,3.37258064516129,10
"Connecticut",2010,10,3.16888888888889,11
"Maryland",2010,10,3.15806451612903,12
"Oregon",2010,10,3.03225806451613,13
"Tennessee",2010,10,3.00645161290323,14
"Oklahoma",2010,10,2.79230769230769,15
"Arkansas",2010,10,2.59354838709677,16
"Massachusetts",2010,10,2.23225806451613,17
"Maine",2010,10,2.15090909090909,18
"South Carolina",2010,10,1.92307692307692,19
"Iowa",2010,10,1.68032786885246,20
"Idaho",2010,10,1.60967741935484,21
"California",2010,10,1.54770514603616,22
"North Carolina",2010,10,1.53870967741935,23
"Arizona",2010,10,1.49483870967742,24
"Florida",2010,10,0.807692307692308,25
"North Dakota",2010,10,0.438709677419355,26
"Kansas",2010,11,11.1333333333333,1
"New York",2010,11,7.83563218390805,2
"Colorado",2010,11,5.92857142857143,3
"Illinois",2010,11,5.72608695652174,4
"Louisiana",2010,11,5.19666666666667,5
"Pennsylvania",2010,11,4.85,6
"District Of Columbia",2010,11,4.7,7
"Massachusetts",2010,11,4.58333333333333,8
"Maryland",2010,11,4.53461538461538,9
"Maine",2010,11,3.94385964912281,10
"Texas",2010,11,3.192,11
"Oregon",2010,11,2.76666666666667,12
"Arkansas",2010,11,2.31833333333333,13
"Arizona",2010,11,2.29530201342282,14
"Connecticut",2010,11,2.27833333333333,15
"North Carolina",2010,11,2.14333333333333,16
"Tennessee",2010,11,2.10333333333333,17
"Oklahoma",2010,11,2.08333333333333,18
"Georgia",2010,11,1.90333333333333,19
"California",2010,11,1.69248895434462,20
"Idaho",2010,11,1.18333333333333,21
"North Dakota",2010,11,1.02333333333333,22
"Country Of Mexico",2010,11,0.9125,23
"Florida",2010,11,0.733333333333333,24
"Kansas",2010,12,10.4125,1
"New York",2010,12,10.2763440860215,2
"Country Of Mexico",2010,12,9.93,3
"Colorado",2010,12,9.74193548387097,4
"District Of Columbia",2010,12,8.90322580645161,5
"Louisiana",2010,12,7.46774193548387,6
"Maryland",2010,12,6.69677419354839,7
"Massachusetts",2010,12,6.41034482758621,8
"Pennsylvania",2010,12,5.89344262295082,9
"Illinois",2010,12,5.7125,10
"Georgia",2010,12,5.46129032258064,11
"North Carolina",2010,12,5.05806451612903,12
"Maine",2010,12,3.71666666666667,13
"Connecticut",2010,12,3.6625,14
"Texas",2010,12,3.57772727272727,15
"Tennessee",2010,12,3.33225806451613,16
"Oklahoma",2010,12,2.91111111111111,17
"Arkansas",2010,12,2.6758064516129,18
"Arizona",2010,12,2.63096774193548,19
"California",2010,12,1.83504867872045,20
"Oregon",2010,12,1.80645161290323,21
"North Dakota",2010,12,1.76451612903226,22
"Idaho",2010,12,1.70645161290323,23
"Nevada",2010,12,1.36,24
"Florida",2010,12,1.19354838709677,25
"Ohio",2011,1,23.040243902439,1
"New York",2011,1,13.9521276595745,2
"Louisiana",2011,1,11.9966666666667,3
"Kansas",2011,1,10.7814814814815,4
"New Jersey",2011,1,9.745,5
"Pennsylvania",2011,1,8.74516129032258,6
"Massachusetts",2011,1,8.36129032258064,7
"District Of Columbia",2011,1,8.32258064516129,8
"Maryland",2011,1,8.21612903225806,9
"Connecticut",2011,1,7.95645161290322,10
"Georgia",2011,1,6.27741935483871,11
"Illinois",2011,1,5.35769230769231,12
"Delaware",2011,1,5.16896551724138,13
"North Carolina",2011,1,4.33793103448276,14
"Texas",2011,1,4.2162037037037,15
"Colorado",2011,1,4,16
"Maine",2011,1,3.87166666666667,17
"Minnesota",2011,1,3.78709677419355,18
"Oklahoma",2011,1,3.59558823529412,19
"Hawaii",2011,1,3.24032258064516,20
"Country Of Mexico",2011,1,3.12105263157895,21
"Arkansas",2011,1,2.99838709677419,22
"Nevada",2011,1,2.88064516129032,23
"Oregon",2011,1,2.86206896551724,24
"Arizona",2011,1,2.8,25
"Utah",2011,1,2.1741935483871,26
"Idaho",2011,1,2.10909090909091,27
"New Mexico",2011,1,1.9741935483871,28
"California",2011,1,1.86139476961395,29
"Iowa",2011,1,1.79310344827586,30
"South Dakota",2011,1,1.6,31
"North Dakota",2011,1,1.6,32
"Florida",2011,1,0.903225806451613,33
"Wyoming",2011,1,0.567741935483871,34
"Ohio",2011,2,21.8246913580247,1
"New York",2011,2,11.5009009009009,2
"Kansas",2011,2,10.1964285714286,3
"Pennsylvania",2011,2,9.18571428571429,4
"New Jersey",2011,2,7.74642857142857,5
"District Of Columbia",2011,2,7.42857142857143,6
"Massachusetts",2011,2,6.87142857142857,7
"Iowa",2011,2,6.47142857142857,8
"Maryland",2011,2,6.32857142857143,9
"Louisiana",2011,2,6.12142857142857,10
"Connecticut",2011,2,5.85178571428572,11
"Delaware",2011,2,5.02,12
"Illinois",2011,2,4.85714285714286,13
"Country Of Mexico",2011,2,4.56923076923077,14
"Georgia",2011,2,4.52142857142857,15
"Maine",2011,2,4.425,16
"Colorado",2011,2,4,17
"Texas",2011,2,3.24336734693878,18
"Utah",2011,2,3.01785714285714,19
"Arkansas",2011,2,2.99107142857143,20
"Hawaii",2011,2,2.83928571428572,21
"Oklahoma",2011,2,2.70128205128205,22
"Oregon",2011,2,2.64642857142857,23
"Minnesota",2011,2,2.44814814814815,24
"North Carolina",2011,2,2.24814814814815,25
"Arizona",2011,2,1.99761904761905,26
"Nevada",2011,2,1.96428571428571,27
"Idaho",2011,2,1.8,28
"California",2011,2,1.67196132596685,29
"North Dakota",2011,2,1.63928571428571,30
"South Dakota",2011,2,1.38928571428571,31
"New Mexico",2011,2,1.21785714285714,32
"Wyoming",2011,2,0.682142857142857,33
"Florida",2011,2,0.607142857142857,34
"Ohio",2011,3,17.6864197530864,1
"Indiana",2011,3,15.2,2
"Kansas",2011,3,10.2516129032258,3
"New York",2011,3,6.82342342342342,4
"District Of Columbia",2011,3,5.90322580645161,5
"Pennsylvania",2011,3,5.46780303030303,6
"Louisiana",2011,3,5.30967741935484,7
"New Jersey",2011,3,5.24516129032258,8
"Maryland",2011,3,5.12962962962963,9
"Illinois",2011,3,4.95833333333333,10
"Colorado",2011,3,4.56666666666667,11
"Iowa",2011,3,4.4125,12
"Massachusetts",2011,3,4.15806451612903,13
"Georgia",2011,3,3.31290322580645,14
"Maine",2011,3,3.1327868852459,15
"Country Of Mexico",2011,3,3.12352941176471,16
"Arkansas",2011,3,2.76612903225806,17
"Texas",2011,3,2.74685990338164,18
"Connecticut",2011,3,2.528125,19
"Delaware",2011,3,2.33333333333333,20
"Hawaii",2011,3,2.265,21
"Arizona",2011,3,2.07272727272727,22
"Oregon",2011,3,1.77096774193548,23
"Utah",2011,3,1.75483870967742,24
"Virginia",2011,3,1.73333333333333,25
"North Carolina",2011,3,1.50491803278689,26
"Oklahoma",2011,3,1.48987341772152,27
"California",2011,3,1.31751740139211,28
"New Mexico",2011,3,1.14838709677419,29
"South Dakota",2011,3,1.09354838709677,30
"North Dakota",2011,3,1.03548387096774,31
"Minnesota",2011,3,1.02903225806452,32
"Nevada",2011,3,0.925806451612903,33
"Wyoming",2011,3,0.845161290322581,34
"Florida",2011,3,0.580645161290323,35
"Ohio",2011,4,17.7243902439024,1
"Kansas",2011,4,10.1066666666667,2
"Indiana",2011,4,7.79666666666667,3
"New Jersey",2011,4,6.82333333333333,4
"Illinois",2011,4,6.23333333333333,5
"District Of Columbia",2011,4,5.36666666666667,6
"Louisiana",2011,4,4.80333333333333,7
"Pennsylvania",2011,4,4.69884615384615,8
"New York",2011,4,4.65677966101695,9
"Massachusetts",2011,4,4.02,10
"Colorado",2011,4,3.625,11
"Virginia",2011,4,3.08651685393258,12
"Georgia",2011,4,2.775,13
"Maine",2011,4,2.75833333333333,14
"Maryland",2011,4,2.56896551724138,15
"Arkansas",2011,4,2.32666666666667,16
"Country Of Mexico",2011,4,2.23333333333333,17
"Hawaii",2011,4,2.21333333333333,18
"Connecticut",2011,4,2.18083333333333,19
"Oregon",2011,4,2.12666666666667,20
"Texas",2011,4,1.9378640776699,21
"Oklahoma",2011,4,1.79130434782609,22
"Utah",2011,4,1.75862068965517,23
"Arizona",2011,4,1.66307692307692,24
"Iowa",2011,4,1.40377358490566,25
"California",2011,4,1.35261780104712,26
"North Carolina",2011,4,1.07666666666667,27
"Florida",2011,4,1,28
"Minnesota",2011,4,0.87,29
"Nevada",2011,4,0.79,30
"New Mexico",2011,4,0.76,31
"South Dakota",2011,4,0.71,32
"North Dakota",2011,4,0.433333333333333,33
"Wyoming",2011,4,0.424137931034483,34
"Ohio",2011,5,13.3369565217391,1
"Indiana",2011,5,9.49032258064516,2
"Kansas",2011,5,8.77741935483871,3
"Maryland",2011,5,7.29677419354839,4
"New Jersey",2011,5,6.47096774193548,5
"Pennsylvania",2011,5,5.48377358490566,6
"District Of Columbia",2011,5,5.29032258064516,7
"Georgia",2011,5,4.68064516129032,8
"Colorado",2011,5,4.3,9
"Country Of Mexico",2011,5,4.175,10
"Virginia",2011,5,4.1258064516129,11
"Illinois",2011,5,3.8027027027027,12
"Louisiana",2011,5,3.64516129032258,13
"New York",2011,5,2.79223300970874,14
"Massachusetts",2011,5,2.75806451612903,15
"Arkansas",2011,5,2.02258064516129,16
"Utah",2011,5,1.99,17
"Oregon",2011,5,1.85161290322581,18
"Connecticut",2011,5,1.67459016393443,19
"Delaware",2011,5,1.65882352941176,20
"Iowa",2011,5,1.60806451612903,21
"Texas",2011,5,1.56570048309179,22
"North Carolina",2011,5,1.536,23
"Minnesota",2011,5,1.45909090909091,24
"Arizona",2011,5,1.41111111111111,25
"Maine",2011,5,1.22258064516129,26
"Hawaii",2011,5,1.18166666666667,27
"California",2011,5,1.1794933655006,28
"Oklahoma",2011,5,0.98375,29
"New Mexico",2011,5,0.751612903225806,30
"North Dakota",2011,5,0.708695652173913,31
"South Dakota",2011,5,0.609677419354839,32
"Nevada",2011,5,0.606451612903226,33
"Florida",2011,5,0.483870967741935,34
"Wyoming",2011,5,0.483870967741935,35
"Ohio",2011,6,20.9090909090909,1
"Kansas",2011,6,9.17586206896552,2
"Indiana",2011,6,8.73,3
"Maryland",2011,6,6.29,4
"District Of Columbia",2011,6,6.10714285714286,5
"Pennsylvania",2011,6,6.02081784386617,6
"Illinois",2011,6,5.95,7
"New Jersey",2011,6,5.94,8
"Georgia",2011,6,5,9
"Colorado",2011,6,4.25,10
"Massachusetts",2011,6,3.41666666666667,11
"Virginia",2011,6,3.33953488372093,12
"New York",2011,6,3.32040816326531,13
"North Carolina",2011,6,2.97666666666667,14
"Delaware",2011,6,2.604,15
"Utah",2011,6,2.40333333333333,16
"Arizona",2011,6,2.35762711864407,17
"Arkansas",2011,6,2.185,18
"Texas",2011,6,2.08737373737374,19
"Oklahoma",2011,6,1.90533333333333,20
"Minnesota",2011,6,1.81785714285714,21
"Connecticut",2011,6,1.80666666666667,22
"Wyoming",2011,6,1.75357142857143,23
"California",2011,6,1.49747899159664,24
"Maine",2011,6,1.47666666666667,25
"Oregon",2011,6,1.44,26
"Iowa",2011,6,1.20847457627119,27
"Rhode Island",2011,6,1.16666666666667,28
"Hawaii",2011,6,1.115,29
"New Mexico",2011,6,1.05862068965517,30
"Country Of Mexico",2011,6,1.05,31
"Louisiana",2011,6,0.936666666666667,32
"South Dakota",2011,6,0.606666666666667,33
"Nevada",2011,6,0.503333333333334,34
"Florida",2011,6,0.466666666666667,35
"North Dakota",2011,6,0.394117647058824,36
"Ohio",2011,7,21.1444444444444,1
"Indiana",2011,7,11.7129032258065,2
"Kansas",2011,7,10.5,3
"District Of Columbia",2011,7,8.96774193548387,4
"Colorado",2011,7,8.32258064516129,5
"Illinois",2011,7,7.5304347826087,6
"Maryland",2011,7,6.95714285714286,7
"Pennsylvania",2011,7,6.7976833976834,8
"Virginia",2011,7,5.31720430107527,9
"Georgia",2011,7,5.28064516129032,10
"New Jersey",2011,7,4.00714285714286,11
"New York",2011,7,3.62613636363636,12
"Oklahoma",2011,7,3.2695652173913,13
"Massachusetts",2011,7,2.98709677419355,14
"Connecticut",2011,7,2.83119266055046,15
"Arkansas",2011,7,2.74677419354839,16
"Utah",2011,7,2.66129032258064,17
"Delaware",2011,7,2.42903225806452,18
"North Carolina",2011,7,2.39677419354839,19
"Minnesota",2011,7,2.3,20
"California",2011,7,1.64190476190476,21
"Iowa",2011,7,1.59838709677419,22
"Hawaii",2011,7,1.45967741935484,23
"Texas",2011,7,1.44742857142857,24
"Oregon",2011,7,1.33548387096774,25
"Arizona",2011,7,1.28852459016393,26
"Rhode Island",2011,7,1.2258064516129,27
"Maine",2011,7,1.06935483870968,28
"Wyoming",2011,7,0.803225806451613,29
"Nevada",2011,7,0.687096774193548,30
"South Dakota",2011,7,0.6,31
"New Mexico",2011,7,0.383870967741936,32
"North Dakota",2011,7,0.293548387096774,33
"Louisiana",2011,7,0.266666666666667,34
"Florida",2011,7,0.258064516129032,35
"Ohio",2011,8,19.0477777777778,1
"Colorado",2011,8,13.4838709677419,2
"Country Of Mexico",2011,8,11.9315789473684,3
"Indiana",2011,8,10.0516129032258,4
"Kansas",2011,8,8.16774193548387,5
"Illinois",2011,8,6.60215053763441,6
"District Of Columbia",2011,8,5.80645161290323,7
"Maryland",2011,8,5.79615384615385,8
"Virginia",2011,8,5.0123595505618,9
"Pennsylvania",2011,8,4.8507874015748,10
"Louisiana",2011,8,4.28387096774193,11
"Arkansas",2011,8,4.12419354838709,12
"Georgia",2011,8,3.6741935483871,13
"North Carolina",2011,8,3.62903225806452,14
"New York",2011,8,3.52650602409639,15
"Wyoming",2011,8,3.03235294117647,16
"New Jersey",2011,8,2.83571428571429,17
"Delaware",2011,8,2.30322580645161,18
"Oklahoma",2011,8,2.15698924731183,19
"Minnesota",2011,8,2.08965517241379,20
"Hawaii",2011,8,1.88571428571429,21
"Utah",2011,8,1.74516129032258,22
"Texas",2011,8,1.72754491017964,23
"Connecticut",2011,8,1.7198347107438,24
"California",2011,8,1.63896774193548,25
"Iowa",2011,8,1.57741935483871,26
"Arizona",2011,8,1.51935483870968,27
"Oregon",2011,8,1.49354838709677,28
"Maine",2011,8,1.24193548387097,29
"Florida",2011,8,0.774193548387097,30
"South Dakota",2011,8,0.670967741935484,31
"Massachusetts",2011,8,0.641935483870968,32
"Nevada",2011,8,0.612903225806452,33
"Rhode Island",2011,8,0.5,34
"North Dakota",2011,8,0.458064516129032,35
"New Mexico",2011,8,0.303225806451613,36
"Ohio",2011,9,10.444,1
"Colorado",2011,9,8.13333333333333,2
"Country Of Mexico",2011,9,8.06956521739131,3
"Illinois",2011,9,7.12333333333333,4
"Kansas",2011,9,7.09,5
"Louisiana",2011,9,6.94666666666667,6
"Indiana",2011,9,5.67333333333333,7
"Georgia",2011,9,4,8
"New Jersey",2011,9,3.97666666666667,9
"District Of Columbia",2011,9,3.90588235294118,10
"Texas",2011,9,3.37791411042945,11
"Pennsylvania",2011,9,3.30301886792453,12
"Maryland",2011,9,3.06666666666667,13
"Hawaii",2011,9,2.32,14
"Oklahoma",2011,9,2.31123595505618,15
"New York",2011,9,2.29673913043478,16
"Maine",2011,9,2.26166666666667,17
"Arkansas",2011,9,2.10666666666667,18
"Massachusetts",2011,9,2.06666666666667,19
"Virginia",2011,9,2.03411764705882,20
"California",2011,9,1.83847102342787,21
"Minnesota",2011,9,1.79666666666667,22
"Connecticut",2011,9,1.74583333333333,23
"Wyoming",2011,9,1.71315789473684,24
"Utah",2011,9,1.67333333333333,25
"Arizona",2011,9,1.60166666666667,26
"Delaware",2011,9,1.57666666666667,27
"Oregon",2011,9,1.22727272727273,28
"South Dakota",2011,9,1.16,29
"Florida",2011,9,1,30
"Rhode Island",2011,9,0.933333333333333,31
"Iowa",2011,9,0.881481481481482,32
"Nevada",2011,9,0.853333333333333,33
"North Carolina",2011,9,0.783333333333334,34
"New Mexico",2011,9,0.737931034482758,35
"North Dakota",2011,9,0.703333333333333,36
"Ohio",2011,10,13.6617283950617,1
"Illinois",2011,10,8.57710843373494,2
"Country Of Mexico",2011,10,8.48636363636364,3
"Colorado",2011,10,7.88888888888889,4
"Louisiana",2011,10,6.61612903225807,5
"Kansas",2011,10,5.65806451612903,6
"New York",2011,10,4.3728813559322,7
"Pennsylvania",2011,10,4.17813620071685,8
"Maryland",2011,10,4.025,9
"Texas",2011,10,3.30459770114942,10
"New Jersey",2011,10,3.17741935483871,11
"Oklahoma",2011,10,3.0472972972973,12
"Wyoming",2011,10,2.79130434782609,13
"Arkansas",2011,10,2.7,14
"Minnesota",2011,10,2.61578947368421,15
"District Of Columbia",2011,10,2.5,16
"Arizona",2011,10,2.44125,17
"Virginia",2011,10,2.33333333333333,18
"California",2011,10,1.95390334572491,19
"Georgia",2011,10,1.89032258064516,20
"Hawaii",2011,10,1.85333333333333,21
"Delaware",2011,10,1.79032258064516,22
"Maine",2011,10,1.6875,23
"Rhode Island",2011,10,1.61290322580645,24
"Utah",2011,10,1.45862068965517,25
"Massachusetts",2011,10,1.45806451612903,26
"Connecticut",2011,10,1.44385964912281,27
"South Dakota",2011,10,1.35161290322581,28
"Nevada",2011,10,1.24516129032258,29
"New Mexico",2011,10,1.22083333333333,30
"North Carolina",2011,10,1.15483870967742,31
"Iowa",2011,10,0.858333333333334,32
"Oregon",2011,10,0.8,33
"North Dakota",2011,10,0.587096774193548,34
